learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
1508.0,0.25,7.062529524167378E-10,1508.0,0.49066666666666664,0.11937747717434405,0.79,0.2222222222222224,0.46835443037974683,3.0,0.4,1.0,0.17315926892950412,1508.0,10920.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
3016.0,0.328125,1.1146767064929008E-9,3016.0,0.7954963235294118,0.34267450067175576,0.73,0.29171038824763895,0.80411407199626,2.125,0.5598384746041118,0.9117647058823529,-0.044000000000000226,3016.0,20208.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
4524.0,0.390625,1.5729650234182676E-9,4524.0,0.6547619047619048,0.2079338851156387,0.74,0.17512690355329955,0.6755706653715395,2.5714285714285716,0.4136797703308108,0.9583333333333334,-0.03451187335092365,4524.0,28344.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0
6032.0,0.453125,2.121927941011058E-9,6032.0,0.7110187110187111,0.299304262513043,0.81,0.3733509234828498,0.7168,2.8461538461538463,0.5509394735670186,0.9864864864864865,0.23949568679495697,6032.0,33952.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0
7540.0,0.5,2.681885638998615E-9,7540.0,0.8442982456140351,0.4059030570612517,0.86,0.5524296675191817,0.722972972972973,3.1666666666666665,0.6977407149243606,0.9736842105263158,0.4336909871244635,7540.0,46176.0,15.0,8.0,8.0,5.0,0.0,0.0,1.0
9048.0,0.546875,3.2662905545698276E-9,9048.0,0.7625797306874557,0.29498037144429573,0.88,0.4449583718778907,0.834717607973422,4.882352941176471,0.5904988341560188,0.9879518072289156,0.5098148984198646,9048.0,48192.0,15.0,8.0,8.0,5.0,0.0,0.0,1.0
10556.0,0.59375,3.866993615196811E-9,10556.0,0.8238482384823849,0.4509648199948956,0.87,0.5289855072463768,0.6748251748251748,4.555555555555555,0.7222743362477778,0.9390243902439024,0.4717936874518861,10556.0,49536.0,15.0,8.0,8.0,5.0,0.0,0.0,1.0
12064.0,0.65625,4.838414800663789E-9,12064.0,0.8452851496329757,0.3516806137952917,0.87,0.5590230664857532,0.7300862506341959,3.347826086956522,0.6870587234298053,0.987012987012987,0.4726563550773369,12064.0,60080.0,19.0,10.0,10.0,6.0,0.0,0.0,1.0
13572.0,0.671875,5.1165180694725776E-9,13572.0,0.7108134920634921,0.292992123683718,0.81,0.40550688360450576,0.7763975155279503,2.5714285714285716,0.5669467095138409,1.0,0.22724602936769575,13572.0,68800.0,23.0,12.0,12.0,7.0,0.0,0.0,1.0
15080.0,0.71875,6.010781766639815E-9,15080.0,0.7063409563409564,0.26819637470199564,0.76,0.2665036674816627,0.7939017504234895,2.8461538461538463,0.5317370428550965,0.918918918918919,0.02866344605475045,15080.0,73744.0,23.0,12.0,12.0,7.0,0.0,0.0,1.0
16588.0,0.765625,6.921343608862823E-9,16588.0,0.758288125376733,0.3053648696484515,0.8,0.32659932659932683,0.8729670329670329,3.761904761904762,0.5892343393682835,0.9113924050632911,0.18944539457610587,16588.0,75088.0,23.0,12.0,12.0,7.0,0.0,0.0,1.0
18096.0,0.8125,7.84412905987766E-9,18096.0,0.8003885381253035,0.30879628134507303,0.78,0.3767705382436263,0.8326403326403327,2.4482758620689653,0.5982814955653327,0.9436619718309859,0.10637037037037056,18096.0,76096.0,23.0,12.0,12.0,7.0,0.0,0.0,1.0
19604.0,0.84375,8.543203067448402E-9,19604.0,0.6865581675708258,0.2525122709461124,0.79,0.24892703862660945,0.6763110307414105,3.761904761904762,0.5138233806923466,0.9240506329113924,0.14570657812824253,19604.0,86472.0,27.0,14.0,14.0,9.0,0.0,0.0,1.0
21112.0,0.90625,1.0141714786489802E-8,21112.0,0.7733887733887734,0.35575819539867287,0.8,0.40617577197149674,0.7926177756192326,2.8461538461538463,0.6280849022947809,0.9324324324324325,0.1883121876201462,21112.0,98864.0,31.0,16.0,16.0,9.0,0.0,0.0,1.0
22620.0,0.9375,1.0959985148575568E-8,22620.0,0.8797289666854884,0.44332079536785524,0.83,0.5126146788990824,0.8325333333333333,3.347826086956522,0.7385489458759964,0.8961038961038961,0.3134440278521691,22620.0,101216.0,31.0,16.0,16.0,9.0,0.0,0.0,1.0
24128.0,0.984375,1.220572610489196E-8,24128.0,0.8047595920349684,0.34899893294670464,0.82,0.47765525246662804,0.8698397280233123,2.4482758620689653,0.6387214037189631,0.9859154929577465,0.27288799598191843,24128.0,102728.0,31.0,16.0,16.0,9.0,0.0,0.0,1.0
25636.0,1.015625,1.3081557376103267E-8,25636.0,0.7642543859649122,0.3235942057863567,0.83,0.42799461641991915,0.753811405985319,3.1666666666666665,0.6042611843792123,0.9736842105263158,0.31357379114821216,25636.0,108336.0,33.0,17.0,17.0,9.0,0.0,0.0,1.0
