learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
1508.0,0.6875,1.0506922586096658E-7,1508.0,0.7914666666666667,0.25772286247234094,0.79,0.2758620689655172,0.7673297166968053,3.0,0.4833218389437829,0.9733333333333334,0.17315926892950412,1508.0,590752.0,10.0,0.0,9048.300000000001,15.535657909038449,49262.4,3142.693491612286,19.0,1.2649110640673518,10.0,0.6324555320336759,10.0,0.6324555320336759,6.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0
3016.0,1.3125,2.5785528123378754E-7,3016.0,0.8074448529411765,0.2945966431783855,0.78,0.4173728813559322,0.8059841047218327,2.125,0.6231590534384885,0.9558823529411765,0.14933333333333332,3016.0,944944.0,10.0,0.0,18066.2,42.289426049020385,83684.0,3415.76210464891,31.2,1.4742229591663987,16.1,0.7371114795831993,16.1,0.7371114795831993,8.4,0.7180219742846004,0.0,0.0,0.0,0.0,1.0,0.0
4524.0,1.828125,4.2957098533709844E-7,4524.0,0.8392857142857143,0.2937593457355396,0.81,0.43653618030842256,0.8130160271976687,2.5714285714285716,0.6180165405913052,0.9722222222222222,0.24401055408970987,4524.0,1287296.0,10.0,0.0,27097.3,42.43532333642183,117104.79999999999,7127.076179066857,43.2,2.9280255007996994,22.1,1.4640127503998497,22.1,1.4640127503998497,9.8,0.6463573143221771,0.0,0.0,0.0,0.0,1.0,0.0
6032.0,2.3125,6.392085277992818E-7,6032.0,0.8445945945945946,0.3684099386597371,0.83,0.5023419203747072,0.8266666666666667,2.8461538461538463,0.6877303054053769,0.9459459459459459,0.31954877239548746,6032.0,1672976.0,10.0,0.0,36126.700000000004,41.69973354564498,154524.8,5454.460023788891,57.8,2.048305532764962,29.4,1.024152766382481,29.4,1.024152766382481,10.799999999999999,0.592546294487706,0.0,0.0,0.0,0.0,1.0,0.0
7540.0,2.671875,8.163152314308616E-7,7540.0,0.9243421052631579,0.4186540379161569,0.89,0.6540880503144654,0.8383575883575883,3.1666666666666665,0.758721223333605,0.9868421052631579,0.5550429184549357,7540.0,1904976.0,10.0,0.0,45175.1,52.60976884360704,177224.80000000002,4633.2790327753355,65.19999999999999,1.6719914938645934,33.099999999999994,0.8359957469322967,33.099999999999994,0.8359957469322967,11.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0
9048.0,3.046875,1.0320413598997724E-6,9048.0,0.8036853295535081,0.3010395883347249,0.86,0.3524514338575391,0.867109634551495,4.882352941176471,0.5357522513630144,0.9759036144578314,0.42811738148984196,9048.0,2223688.0,10.0,0.0,54199.899999999994,44.38529536281627,208137.6,5797.147105257895,79.60000000000001,2.733333333333333,40.300000000000004,1.3666666666666665,40.300000000000004,1.3666666666666665,12.100000000000001,0.5666666666666665,0.0,0.0,0.0,0.0,1.0,0.0
10556.0,3.5,1.3397068444949884E-6,10556.0,0.9051490514905149,0.46784074668822184,0.91,0.6580547112462009,0.8805361305361306,4.555555555555555,0.7721437444282124,0.975609756097561,0.6343187066974597,10556.0,2624600.0,10.0,0.0,63256.9,49.178687795968436,246997.6,6902.201393114454,95.4,3.3306655991458123,48.2,1.6653327995729061,48.2,1.6653327995729061,13.200000000000003,0.46666666666666656,0.0,0.0,0.0,0.0,1.0,0.0
12064.0,3.921875,1.6675772106585402E-6,12064.0,0.9305477131564088,0.43508094073711,0.88,0.6002664890073284,0.8554033485540334,3.347826086956522,0.7176094324714477,0.987012987012987,0.5132212508406186,12064.0,3004144.0,10.0,0.0,72361.5,68.32036462301825,284016.8,7893.629944877494,109.2,3.5708697975578874,55.1,1.7854348987789437,55.1,1.7854348987789437,13.700000000000001,0.44845413490245695,0.0,0.0,0.0,0.0,1.0,0.0
13572.0,4.359375,2.0525765204284754E-6,13572.0,0.873015873015873,0.3948994282476738,0.82,0.47306791569086637,0.8819875776397516,2.5714285714285716,0.6454972243679028,0.9722222222222222,0.2679172909799219,13572.0,3401608.0,10.0,0.0,81415.8,73.68835276577546,322768.8,10034.197558350143,123.80000000000001,4.3838085927396255,62.400000000000006,2.1919042963698128,62.400000000000006,2.1919042963698128,13.8,0.4898979485566356,0.0,0.0,0.0,0.0,1.0,0.0
15080.0,4.78125,2.4624507124018338E-6,15080.0,0.7910602910602911,0.29049716298204215,0.78,0.3073047858942066,0.8588368153585545,2.8461538461538463,0.5395000380540219,0.9459459459459459,0.10960815888352132,15080.0,3755512.0,10.0,0.0,90496.9,60.810534540579894,357298.4,8737.236139649653,136.6,3.6,68.8,1.8,68.8,1.8,14.200000000000001,0.5120763831912405,0.0,0.0,0.0,0.0,1.0,0.0
