time,Average Publishing Delay
17700,115.94621468926553
17800,115.29483146067416
17900,114.65072625698323
18000,114.01377777777778
18100,113.38386740331492
18200,112.76087912087912
18300,112.14469945355191
18400,111.53521739130434
18500,110.93232432432433
18600,110.33591397849462
18700,109.74588235294118
18800,109.16212765957447
18900,108.58455026455026
19000,108.01305263157894
19100,107.44753926701571
19200,106.88791666666667
19300,106.59056994818653
19400,106.81175257731958
19500,107.54348717948717
19600,108.77795918367347
19700,110.50751269035533
19800,112.72464646464647
19900,115.42201005025126
20000,119.4182
20100,118.82407960199005
20200,118.23584158415842
20300,117.65339901477833
20400,117.07666666666667
20500,116.50556097560975
20600,115.94
20700,115.3799033816425
20800,114.8251923076923
20900,114.27578947368421
21000,113.73161904761905
21100,113.19260663507109
21200,112.65867924528303
21300,112.12976525821597
21400,111.60579439252336
21500,111.0866976744186
21600,110.57240740740741
21700,110.06285714285714
21800,109.55798165137615
21900,109.05771689497718
22000,108.562
22100,108.07076923076923
22200,107.58396396396397
22300,107.10152466367713
22400,106.62339285714286
22500,106.36951111111111
22600,106.56035398230088
22700,107.19004405286344
22800,108.25280701754386
22900,109.74296943231441
23000,111.65495652173912
23100,113.98329004329004
23200,116.72258620689655
23300,116.22163090128755
23400,115.72495726495727
23500,115.23251063829787
23600,114.7442372881356
23700,114.26008438818566
23800,113.78
23900,113.30393305439331
24000,112.83183333333334
24100,112.36365145228216
24200,111.89933884297521
24300,111.43884773662552
24400,110.98213114754098
24500,110.52914285714286
24600,110.07983739837398
24700,109.63417004048583
24800,109.19209677419354
24900,108.75357429718875
25000,108.31856
25100,107.88701195219123
25200,107.4588888888889
25300,107.03415019762846
25400,106.6127559055118
25500,106.19466666666666
25600,105.77984375
25700,105.56085603112841
25800,105.73116279069768
25900,106.28625482625483
26000,107.22169230769231
26100,108.72329501915709
26200,111.31973282442748
26300,115.05501901140684
26400,119.82299242424243
26500,119.37083018867925
26600,118.92206766917293
26700,118.47666666666667
26800,118.0345895522388
26900,117.59579925650557
27000,117.16025925925926
27100,116.7279335793358
27200,116.29878676470588
27300,115.87278388278388
27400,115.4498905109489
27500,115.03007272727272
27600,114.61329710144928
27700,114.19953068592058
27800,113.78874100719425
27900,113.38089605734767
28000,112.97596428571428
28100,112.57391459074734
28200,112.17471631205673
28300,111.77833922261485
28400,111.38475352112675
28500,110.9939298245614
28600,110.60583916083917
28700,110.22045296167248
28800,109.83774305555555
28900,109.62896193771627
29000,109.76644827586207
29100,110.2466323024055
29200,111.06599315068493
29300,112.22105802047781
29400,113.70840136054422
29500,115.52464406779661
29600,117.6664527027027
29700,117.27026936026937
29800,116.87674496644296
29900,116.48585284280936
30000,116.09756666666667
30100,115.71186046511627
