time,Average Publishing Delay
100,3.8
200,2.85
300,2.533333333333333
400,2.375
500,2.66
600,2.533333333333333
700,2.442857142857143
800,2.375
900,2.533333333333333
1000,2.47
1100,2.418181818181818
1200,2.375
1300,2.4846153846153847
1400,2.442857142857143
1500,2.4066666666666667
1600,2.375
1700,2.458823529411765
1800,2.4277777777777776
1900,2.4
2000,2.375
2100,2.442857142857143
2200,2.418181818181818
2300,2.3956521739130436
2400,2.375
2500,2.432
2600,2.4115384615384614
2700,2.3925925925925924
2800,2.375
2900,2.424137931034483
3000,2.4066666666666667
3100,2.390322580645161
3200,2.375
3300,2.418181818181818
3400,2.402941176470588
3500,2.388571428571429
3600,2.375
3700,2.4135135135135135
3800,2.4
3900,2.387179487179487
4000,2.375
4100,2.4097560975609755
4200,2.3976190476190475
4300,2.386046511627907
4400,2.375
4500,2.4066666666666667
4600,2.3956521739130436
4700,2.3851063829787233
4800,2.375
4900,2.404081632653061
5000,2.394
5100,2.384313725490196
5200,2.375
5300,2.40188679245283
5400,2.3925925925925924
5500,2.3836363636363638
5600,2.375
5700,2.4
5800,2.3913793103448278
5900,2.383050847457627
6000,2.375
6100,2.398360655737705
6200,2.390322580645161
6300,2.3825396825396825
6400,2.375
6500,2.396923076923077
6600,2.389393939393939
6700,2.382089552238806
6800,2.375
6900,2.3956521739130436
7000,2.388571428571429
7100,2.3816901408450706
7200,2.375
7300,2.3945205479452056
7400,2.387837837837838
7500,2.3813333333333335
7600,2.375
7700,2.3935064935064934
7800,2.387179487179487
7900,2.381012658227848
8000,2.375
8100,2.3925925925925924
8200,2.3865853658536587
8300,2.3807228915662653
8400,2.375
8500,2.391764705882353
8600,2.386046511627907
8700,2.3804597701149426
8800,2.375
8900,2.391011235955056
9000,2.3855555555555554
9100,2.38021978021978
9200,2.375
9300,2.390322580645161
9400,2.3851063829787233
9500,2.38
9600,2.375
9700,2.3896907216494845
9800,2.3846938775510202
9900,2.3797979797979796
10000,2.375
10100,2.389108910891089
10200,2.384313725490196
10300,2.3796116504854368
10400,2.375
10500,2.388571428571429
10600,2.3839622641509433
10700,2.3794392523364487
10800,2.375
10900,2.3880733944954127
11000,2.3836363636363638
11100,2.379279279279279
11200,2.375
11300,2.3876106194690268
11400,2.3833333333333333
11500,2.3791304347826085
11600,2.375
11700,2.387179487179487
11800,2.383050847457627
11900,2.3789915966386554
12000,2.375
12100,2.386776859504132
12200,2.3827868852459018
12300,2.378861788617886
12400,2.375
12500,2.3864
12600,2.3825396825396825
12700,2.378740157480315
12800,2.375
12900,2.386046511627907
13000,2.3823076923076925
13100,2.378625954198473
13200,2.375
13300,2.3857142857142857
13400,2.382089552238806
13500,2.3785185185185185
13600,2.375
13700,2.3854014598540147
13800,2.3818840579710145
13900,2.3784172661870504
14000,2.375
14100,2.3851063829787233
14200,2.3816901408450706
14300,2.3783216783216785
14400,2.375
14500,2.3848275862068964
14600,2.3815068493150684
14700,2.3782312925170066
14800,2.375
14900,2.3845637583892616
15000,2.3813333333333335
15100,2.3781456953642386
15200,2.375
15300,2.384313725490196
15400,2.3811688311688313
15500,2.378064516129032
15600,2.375
15700,2.384076433121019
15800,2.381012658227848
15900,2.3779874213836476
16000,2.375
16100,2.3838509316770184
16200,2.380864197530864
16300,2.377914110429448
16400,2.375
16500,2.3836363636363638
16600,2.3807228915662653
16700,2.3778443113772454
16800,2.375
16900,2.383431952662722
17000,2.3805882352941174
17100,2.3777777777777778
17200,2.375
17300,2.383236994219653
17400,2.3804597701149426
17500,2.3777142857142857
17600,2.375
17700,2.383050847457627
17800,2.3803370786516855
17900,2.3776536312849164
18000,2.375
18100,2.3828729281767957
18200,2.38021978021978
18300,2.3775956284153006
18400,2.375
18500,2.382702702702703
18600,2.3801075268817202
18700,2.3775401069518716
18800,2.375
18900,2.3825396825396825
19000,2.38
19100,2.3774869109947643
19200,2.375
19300,2.3823834196891194
19400,2.379896907216495
19500,2.3774358974358973
19600,2.375
19700,2.382233502538071
19800,2.3797979797979796
19900,2.3773869346733667
20000,2.375
20100,2.382089552238806
20200,2.37970297029703
20300,2.3773399014778325
20400,2.375
20500,2.381951219512195
20600,2.3796116504854368
20700,2.3772946859903383
20800,2.375
20900,2.381818181818182
21000,2.3795238095238096
21100,2.3772511848341233
21200,2.375
21300,2.3816901408450706
21400,2.3794392523364487
21500,2.3772093023255816
21600,2.375
21700,2.3815668202764977
21800,2.3793577981651377
21900,2.3771689497716895
22000,2.375
22100,2.381447963800905
22200,2.379279279279279
22300,2.3771300448430495
22400,2.375
22500,2.3813333333333335
22600,2.379203539823009
22700,2.377092511013216
22800,2.375
22900,2.3812227074235808
23000,2.3791304347826085
23100,2.377056277056277
23200,2.375
23300,2.381115879828326
23400,2.379059829059829
23500,2.3770212765957446
23600,2.375
23700,2.381012658227848
23800,2.3789915966386554
23900,2.376987447698745
24000,2.375
24100,2.3809128630705394
24200,2.378925619834711
24300,2.376954732510288
24400,2.375
24500,2.380816326530612
24600,2.378861788617886
24700,2.376923076923077
24800,2.375
24900,2.3807228915662653
25000,2.3788
25100,2.3768924302788843
25200,2.375
25300,2.3806324110671935
25400,2.378740157480315
25500,2.3768627450980393
25600,2.375
25700,2.380544747081712
25800,2.3786821705426355
25900,2.376833976833977
26000,2.375
26100,2.3804597701149426
26200,2.378625954198473
26300,2.37680608365019
26400,2.375
26500,2.380377358490566
26600,2.3785714285714286
26700,2.3767790262172284
26800,2.375
26900,2.3802973977695165
27000,2.3785185185185185
27100,2.3767527675276754
27200,2.375
27300,2.38021978021978
27400,2.3784671532846717
27500,2.3767272727272726
27600,2.375
27700,2.38014440433213
27800,2.3784172661870504
27900,2.3767025089605736
28000,2.375
28100,2.3800711743772243
28200,2.3783687943262413
28300,2.376678445229682
28400,2.375
28500,2.38
28600,2.3783216783216785
28700,2.3766550522648084
28800,2.375
28900,2.3799307958477507
29000,2.3782758620689655
29100,2.3766323024054983
29200,2.375
29300,2.3798634812286688
29400,2.3782312925170066
29500,2.3766101694915256
29600,2.375
29700,2.3797979797979796
29800,2.378187919463087
29900,2.376588628762542
30000,2.375
30100,2.379734219269103
