time,MSE Info Loss
100,0.03181876263424055
200,0.06645661182017548
300,0.06418068895493079
400,0.08457741484771475
500,0.033657373998771334
600,0.12686119778801697
700,0.05324604386090215
800,0.08476969670866197
900,0.057845041761709126
1000,0.060499519469090046
1100,0.10400252130948218
1200,0.07905630204328418
1300,0.04436044909387249
1400,0.043725005719096544
1500,0.03145750002136083
1600,0.037922737466431045
1700,0.09238595909536684
1800,0.0735773206008048
1900,0.0890015189656026
2000,0.09114270097410326
2100,0.1653357856886828
2200,0.08081166032329179
2300,0.060211598820473
2400,0.052384391282970455
2500,0.10413493887085679
2600,0.08183673038121242
2700,0.04795242185798543
2800,0.07152203775186194
2900,0.11635242542379842
3000,0.06581967179064918
3100,0.059874612618529
3200,0.11154933005235534
3300,0.06531580167651896
3400,0.04296357639356074
3500,0.06815629906429876
3600,0.08451574412231366
3700,0.09845861126535738
3800,0.05718935177605999
3900,0.04470674866990976
4000,0.1102362726753654
4100,0.12347588383966013
4200,0.08133665263341072
4300,0.050187704332245175
4400,0.05383037140694569
4500,0.0827427367998439
4600,0.02553170802582372
4700,0.05344084724623599
4800,0.032830027545003304
4900,0.08366776495756767
5000,0.07932646909392815
5100,0.11697617637838675
5200,0.08670148932964139
5300,0.05412811953067376
5400,0.07162700278075818
5500,0.087412990239784
5600,0.052188290511367086
5700,0.0990370045079203
5800,0.16865302068686105
5900,0.07565497438895363
6000,0.06382780756018747
6100,0.09882164483741462
6200,0.12757534549740512
6300,0.09723378990571518
6400,0.011589975946264985
6500,0.07647105024170742
6600,0.09874556110372623
6700,0.06800523510423773
6800,0.04435731289254363
6900,0.06144984992715763
7000,0.045897502131083456
7100,0.10332780653038753
7200,0.3297071952542865
7300,0.04538882226631813
7400,0.06588914930614465
7500,0.048129736479268104
7600,0.042891346423743926
7700,0.08822381366871923
7800,0.053803574951643895
7900,0.060657121289182214
8000,0.07469319511824324
8100,0.11460983813879011
8200,0.03964936157035481
8300,0.055090069644052164
8400,0.05131698441618937
8500,0.047085350437100715
8600,0.06370223140550024
8700,0.10900958566946883
8800,0.16238070782708292
8900,0.03995868290473936
9000,0.0354634863621186
9100,0.039928457707105736
9200,0.07769140407197028
9300,0.08054390803022216
9400,0.08911080026609852
9500,0.08906277616517855
9600,0.0947185439487157
9700,0.02161191178606714
9800,0.11314333845302826
9900,0.10282371644177601
10000,0.040546903737208595
10100,0.05000234601129705
10200,0.08830954625409504
10300,0.02320815466782733
10400,0.04642254995314943
10500,0.05514067889760099
10600,0.07976336460637867
10700,0.07298522771770877
10800,0.132147479901505
10900,0.07733075988653582
11000,0.1059918767173258
11100,0.04404892133129579
11200,0.054481295734035484
11300,0.0488376451289696
11400,0.100891934009951
11500,0.03322819805362087
11600,0.11914932612035045
11700,0.05796000050315797
11800,0.04897720186102106
11900,0.08990096265313241
12000,0.07139660985944829
12100,0.04647862905517286
12200,0.10619739642527293
12300,0.13256333022729905
12400,0.054056186329603406
12500,0.09001494457004355
12600,0.11550285387022541
12700,0.058441860730567896
12800,0.07572398824299853
12900,0.03588358718127438
13000,0.05025489511444903
13100,0.10411276105321576
13200,0.053374211776485936
13300,0.09576035879717892
13400,0.05918326930600415
13500,0.043429865175198756
13600,0.0375291583230819
13700,0.08855340398849876
13800,0.04958574391298498
13900,0.09639577083248696
14000,0.05686157066384112
14100,0.0500218622180455
14200,0.04553114991949769
14300,0.06574229117654795
14400,0.1254210273436911
14500,0.12011203773022316
14600,0.05815021976445678
14700,0.09779657888634574
14800,0.08203327299565899
14900,0.03963362659737868
15000,0.05503362536910572
15100,0.07598462145870144
15200,0.06072075591646353
15300,0.06155709600693626
15400,0.08653847593450337
15500,0.06893022663143711
15600,0.07410443210346784
15700,0.07027414820777267
