time,SSE unbounded Info Loss
100,7807097.537882821
200,18029458.115767043
300,26311993.099229913
400,35641029.75364318
500,47245984.09421959
600,56503168.461548306
700,65827984.32349795
800,77387610.63839206
900,88465597.95316738
1000,99557454.46712841
1100,111317885.05211964
1200,122854532.07204482
1300,136699914.17077893
1400,149044466.96446866
1500,160892883.45654753
1600,172192758.03431144
1700,183793360.06333166
1800,195552673.44161743
1900,208323326.56085697
2000,223967773.17263278
2100,232755733.08971626
2200,246645748.01543993
2300,259400847.50839135
2400,271930316.7088028
2500,281017919.51369697
2600,293789445.9278854
2700,307538188.0617637
2800,320891849.7695631
2900,328287812.55075216
3000,339237771.9116384
3100,353699234.0066074
3200,366445448.2843543
3300,375187113.4468669
3400,387475626.81648767
3500,401293640.12518483
3600,416512586.04738575
3700,425479556.2145983
3800,437783546.4862928
3900,451273527.9182438
4000,464996229.2457533
4100,475131936.4061061
4200,489508046.7350296
4300,503505244.2064342
4400,515836054.1163148
4500,528637272.6149531
4600,540272010.657763
4700,552021121.2194934
4800,564941895.5116241
4900,572576324.6347502
5000,585881791.196978
5100,599215846.4663955
5200,611142089.0572568
5300,620956654.8155184
5400,634609505.6428164
5500,649851108.8351327
5600,666415590.2832894
5700,675021630.6377019
5800,688289245.6025176
5900,704562044.9654156
6000,718119419.0283651
6100,741270658.6426028
6200,754353313.4354745
6300,770161435.3073864
6400,786479299.5205073
6500,796111048.6282345
6600,810433013.3174039
6700,823965579.3323251
6800,838067161.4002304
6900,847771506.4129499
7000,862946274.4949905
7100,879699425.0974389
7200,895550689.2589662
7300,920993100.0920438
7400,937342560.6125944
7500,955595569.7048304
7600,971625660.7777781
7700,983477320.4175992
7800,1001278447.1670258
7900,1025765960.3627135
8000,1044548558.3262917
8100,1054988593.4770017
8200,1073342473.017272
8300,1093711412.113127
8400,1109784574.488341
8500,1121994490.8463185
8600,1140847887.7278454
8700,1157424940.106229
8800,1176036761.216012
8900,1184378256.5721033
9000,1201820402.451919
9100,1222551592.4333088
9200,1241811702.5787544
9300,1249353493.1505418
