time,SSE unbounded Info Loss
100,9662572.773676593
200,22129579.35006753
300,37157721.95219125
400,54632681.54260174
500,71524307.38369381
600,93528951.47641355
700,115420197.69002156
800,139135062.13125795
900,155064334.29973665
1000,178619671.29520395
1100,196667631.09190908
1200,220207935.12706688
1300,249523370.39276204
1400,279956245.44914645
1500,300514024.9586384
1600,333510137.0139764
1700,354557427.7322616
1800,396228209.5815982
1900,417513241.2731351
2000,452760254.91032255
2100,478236698.7894875
2200,511525819.2630318
2300,538641318.8100151
2400,570445446.859182
2500,599529126.8883686
2600,635446037.776534
2700,665968561.4438348
2800,705731132.0484354
2900,735359987.0485673
3000,776117859.6392785
3100,825044704.3522806
3200,859087959.8405969
3300,897779199.7159938
3400,933877099.3910692
3500,967299160.8827975
3600,1003586341.3122317
3700,1032581639.8931333
3800,1074528420.9884036
3900,1130635144.1434023
4000,1173516059.7087107
4100,1218840386.166502
4200,1254263004.9474022
4300,1283413210.0844038
4400,1317416595.4830184
4500,1341981319.9470987
4600,1374799069.6214707
4700,1450301935.6876435
4800,1492098870.830842
4900,1529145383.4491737
5000,1565977040.583977
5100,1585926680.0856915
5200,1627665260.212881
5300,1710562468.4273207
5400,1749006502.1260674
5500,1771602479.747378
5600,1807500857.282177
5700,1850181471.2779424
5800,1891183984.6889904
5900,1930109124.5400312
6000,1965405234.9298468
6100,1991416078.2804646
6200,2029371873.9458294
6300,2091117388.491554
6400,2125973116.198535
6500,2149794873.1702366
6600,2187328167.106026
6700,2212440389.2224483
6800,2256620507.2364154
6900,2290509493.965149
7000,2331910380.4044833
7100,2355838094.4040704
7200,2393817072.3475666
7300,2443440820.738205
7400,2490489378.641924
7500,2529241504.9342017
7600,2575018237.9063106
7700,2639301127.0056973
7800,2683321489.6873674
7900,2717826061.2370663
8000,2764339030.8234453
8100,2816012177.4810147
8200,2861281291.3953567
8300,2899982440.89744
8400,2943095143.784118
8500,2986820223.0317926
8600,3038357784.3938203
8700,3066370369.4109035
8800,3109734780.0863585
8900,3120717861.2500854
9000,3171440306.8680725
9100,3203218570.2276454
9200,3247273434.8976603
9300,3291062310.8170652
9400,3336241233.7130136
9500,3370732301.509337
9600,3414065055.109468
9700,3463168705.254874
9800,3514265355.028348
9900,3548935685.680635
10000,3593987000.366927
10100,3666380561.881736
10200,3715350416.50414
10300,3769846798.2577686
10400,3822640256.0923953
10500,3877006135.7166324
10600,3921988949.0543013
10700,3953951490.0752354
10800,4002838963.867468
10900,4080628613.710239
11000,4127363228.7430553
11100,4163790682.4017024
11200,4203659426.8848147
11300,4233826377.802265
11400,4275778670.591434
11500,4308656806.203354
11600,4361154578.450638
11700,4452099541.715372
11800,4497439244.918519
11900,4549583940.243311
12000,4600662656.35641
12100,4638857312.530016
12200,4688930772.835842
12300,4749826086.832055
12400,4796056118.177955
12500,4832956780.753752
12600,4880402142.521572
12700,4924064190.456789
12800,4970432850.692827
12900,5019474754.039628
13000,5059230449.92046
13100,5102013863.759474
13200,5151449300.85585
13300,5180024285.73292
13400,5227142614.575272
13500,5258607336.639417
13600,5299084010.79542
13700,5374881449.099145
13800,5422403702.563648
13900,5476694608.952193
14000,5526577145.916129
14100,5564243279.288832
14200,5619227941.895377
14300,5650757516.672229
14400,5698980535.778886
14500,5729281639.666344
14600,5784063010.518531
14700,5876252539.029002
14800,5924502884.919561
14900,5999238063.530215
15000,6047631731.177751
15100,6079562646.381759
15200,6130097813.824466
15300,6166341458.711492
15400,6210963870.892753
15500,6250851321.139647
15600,6299216094.795322
15700,6330627767.794389
15800,6377387116.390299
15900,6409225267.245901
16000,6456898759.862556
16100,6494865774.662021
16200,6545329725.780682
16300,6635798677.109171
16400,6684218871.568591
16500,6714961060.411247
16600,6762049681.503818
16700,6784776018.797035
16800,6834806813.29775
16900,6883224563.564453
17000,6926577534.470397
17100,6965572152.353727
17200,7010482977.139315
17300,7048043581.91816
17400,7096174436.443516
17500,7153623711.203333
17600,7205658247.334122
17700,7234248689.002658
17800,7278521684.517788
17900,7313013413.334224
18000,7357383379.5353155
18100,7401572443.728697
18200,7453900359.064082
18300,7474339729.938657
18400,7522240585.132256
18500,7548967192.940354
18600,7600124192.309831
18700,7645234336.988811
18800,7690040004.9895525
18900,7729558369.168656
19000,7774126954.832074
19100,7857032968.571885
19200,7907496669.311858
19300,7995769881.292618
19400,8041513568.5730505
19500,8071954798.658172
19600,8123006189.683358
19700,8166481392.337898
19800,8208759298.416073
19900,8274881069.568167
20000,8324670187.707374
20100,8358182697.908412
20200,8406191223.39644
20300,8450640602.900888
20400,8498635302.207595
20500,8526489675.11035
20600,8568193602.783855
20700,8652659830.40118
20800,8700669455.2252
20900,8756666321.27706
21000,8801184239.715992
21100,8839614613.939123
21200,8888967544.853964
21300,8951726584.747427
21400,8990265399.252266
21500,9004002929.911293
21600,9051527974.68253
21700,9088090067.74298
21800,9135964250.186377
21900,9203195244.895832
22000,9248951517.076403
22100,9281722740.814445
22200,9332590472.419289
22300,9382917233.68139
22400,9430923269.140324
22500,9476735337.525898
22600,9523297388.637161
22700,9547104570.958965
22800,9593916444.295607
22900,9657810619.227938
23000,9702866682.360142
23100,9788695848.70772
23200,9833333962.290476
23300,9872679384.895996
23400,9919946440.992952
23500,9950448583.675587
23600,9994007464.588547
23700,10047012121.548069
23800,10093503698.063774
23900,10181574231.015299
24000,10228203268.94227
24100,10318465380.013037
24200,10361167517.185675
24300,10419013649.625544
24400,10467473163.882969
24500,10495226634.575329
24600,10544507729.740223
24700,10569327321.942526
24800,10609047733.542337
24900,10637343666.833158
