time,SSE unbounded Info Loss
25000,10684309058.91215
25100,10720612168.974064
25200,10768302334.05651
25300,10797996249.976965
25400,10844347250.287039
25500,10910011247.111977
25600,10957034921.907488
25700,11017216510.026096
25800,11065754280.59046
25900,11153693387.202702
26000,11202419481.981415
26100,11236023820.859915
26200,11283203873.605719
26300,11311176228.908657
26400,11350701708.270163
26500,11382600733.383015
26600,11426242340.722733
26700,11463844297.59877
26800,11508903681.64637
26900,11534674093.244839
27000,11578423567.708237
27100,11637906457.997467
27200,11689296099.991692
27300,11723728559.956139
27400,11768863857.847542
27500,11819111059.56084
27600,11875102567.524805
27700,11914789373.774328
27800,11961045423.37566
27900,12001104976.682495
28000,12047279196.664326
28100,12077540206.26646
28200,12126196105.139498
28300,12156335454.076536
28400,12206335308.682508
28500,12296074370.762913
28600,12345644226.547638
28700,12373134362.991774
28800,12423340911.686789
28900,12472444272.115904
29000,12515637463.937204
29100,12561047144.284386
29200,12608132615.19681
29300,12678175825.115221
29400,12728878982.033693
29500,12817213115.471558
29600,12870758464.077085
29700,12916217743.772072
29800,12960809103.084467
29900,13048193487.09287
30000,13098751524.349173
30100,13152043794.257662
