time,Disclosure Risk
100,0.09433962264150944
200,0.09433962264150944
300,0.02564102564102564
400,0.022222222222222223
500,0.019736842105263157
600,0.01971326164874552
700,0.01971326164874552
800,0.01971326164874552
900,0.01971326164874552
1000,0.01971326164874552
1100,0.01971326164874552
1200,0.01971326164874552
1300,0.01971326164874552
1400,0.008583690987124463
1500,0.008583690987124463
1600,0.008583690987124463
1700,0.008583690987124463
1800,0.008583690987124463
1900,0.006896551724137931
2000,0.006896551724137931
2100,0.006669842782277275
2200,0.006669842782277275
2300,0.006669842782277275
2400,0.006669842782277275
2500,0.006117455138662317
2600,0.006604506604506605
2700,0.006604506604506605
2800,0.006604506604506605
2900,0.006604506604506605
3000,0.006604506604506605
3100,0.005968169761273209
3200,0.0060260069774817635
3300,0.0060260069774817635
3400,0.0060260069774817635
3500,0.0060260069774817635
3600,0.0056625141562853904
3700,0.0056625141562853904
3800,0.0056625141562853904
3900,0.005394297456974056
4000,0.005394297456974056
4100,0.005394297456974056
4200,0.005394297456974056
4300,0.005394297456974056
4400,0.005394297456974056
4500,0.005394297456974056
4600,0.005394297456974056
4700,0.004712939160239932
4800,0.004818772260632726
4900,0.004916018025399427
5000,0.005082333807684488
5100,0.005145458143677024
5200,0.005145458143677024
5300,0.005145458143677024
5400,0.005402384500745157
5500,0.005402384500745157
5600,0.005402384500745157
5700,0.005402384500745157
5800,0.005200208008320333
5900,0.005270316218973139
6000,0.005270316218973139
6100,0.005270316218973139
6200,0.005270316218973139
6300,0.005279155335146377
6400,0.0053125
6500,0.0053125
6600,0.0053125
6700,0.00522466039707419
6800,0.00522466039707419
6900,0.0052863436123348016
7000,0.0052863436123348016
7100,0.005263157894736842
7200,0.0055663790704146955
7300,0.0055663790704146955
7400,0.005591163234692486
7500,0.005647438483259379
7600,0.005684071381361533
7700,0.005684071381361533
7800,0.005684071381361533
7900,0.005631639575067196
8000,0.005631639575067196
8100,0.005631639575067196
8200,0.00574642376818682
8300,0.00574642376818682
8400,0.005777563793933558
8500,0.005777563793933558
8600,0.005777563793933558
8700,0.005777563793933558
8800,0.005584045584045584
8900,0.005647803004631198
9000,0.005786135529097586
9100,0.006059270684146745
9200,0.006059270684146745
9300,0.006059270684146745
9400,0.005960617349654071
9500,0.006058673469387755
9600,0.006094997898276587
9700,0.006094997898276587
9800,0.006049420691069414
9900,0.006121824303642486
10000,0.006121824303642486
10100,0.006078724464374689
10200,0.006078724464374689
10300,0.006078724464374689
10400,0.006184770003865481
10500,0.006184770003865481
10600,0.006336895866830606
10700,0.0063587058163456145
10800,0.006409065576815902
10900,0.006436189775652814
11000,0.006436189775652814
11100,0.00643932523127154
11200,0.00643932523127154
11300,0.006420545746388443
11400,0.006408005617977528
11500,0.006471359860078706
11600,0.006471359860078706
11700,0.006471359860078706
11800,0.006471359860078706
11900,0.006331785563528915
12000,0.006459731543624161
12100,0.006459731543624161
12200,0.006489772447219256
12300,0.006489772447219256
12400,0.006489772447219256
12500,0.006489772447219256
12600,0.006489772447219256
12700,0.006348198698619267
12800,0.006488937534203737
12900,0.006488937534203737
13000,0.0064960173227128605
13100,0.006513409961685823
13200,0.006513409961685823
13300,0.0064886072129168556
13400,0.006523695260947811
13500,0.0065935694176915095
13600,0.0065935694176915095
13700,0.0065935694176915095
13800,0.0065935694176915095
13900,0.0065935694176915095
14000,0.0065935694176915095
14100,0.0063993174061433445
14200,0.0063993174061433445
14300,0.0063993174061433445
14400,0.0063993174061433445
14500,0.0063993174061433445
14600,0.0063993174061433445
14700,0.0063993174061433445
14800,0.0063993174061433445
14900,0.0063993174061433445
15000,0.006169527896995708
15100,0.006169527896995708
15200,0.006154457018066309
15300,0.006154457018066309
15400,0.006154457018066309
15500,0.00608335490551385
15600,0.00608335490551385
15700,0.006117767015039511
15800,0.006141572749145245
15900,0.006141572749145245
16000,0.006206896551724138
16100,0.006290091548857196
16200,0.006290091548857196
16300,0.006290091548857196
16400,0.006238150571830469
16500,0.006279721985123766
16600,0.006279721985123766
16700,0.00623875224955009
16800,0.00623875224955009
16900,0.00623875224955009
17000,0.00623875224955009
17100,0.00615222358938302
17200,0.006192312186003038
17300,0.006192312186003038
17400,0.006157564596880934
17500,0.006178843183248469
17600,0.006178843183248469
17700,0.006178843183248469
17800,0.006178843183248469
17900,0.006178843183248469
18000,0.006068704415121653
18100,0.0061431180474846424
18200,0.0061431180474846424
18300,0.006138331689137345
18400,0.006166775813141235
18500,0.006166775813141235
18600,0.006166775813141235
18700,0.006098213330480368
18800,0.006122231686541738
18900,0.00616758826031476
19000,0.00616758826031476
19100,0.00616758826031476
19200,0.00616758826031476
19300,0.00616758826031476
19400,0.006037151702786378
19500,0.006037151702786378
19600,0.006129328838492185
19700,0.006143379366368806
19800,0.006143379366368806
19900,0.006157573310452733
20000,0.006157573310452733
20100,0.006157573310452733
20200,0.0061431756254644535
20300,0.006159455996846358
20400,0.006231599607458293
20500,0.006231599607458293
20600,0.006318961745977738
20700,0.006351823118696664
20800,0.006351823118696664
20900,0.006332150052767917
21000,0.006332150052767917
21100,0.006332150052767917
21200,0.006332150052767917
21300,0.00629817634893777
21400,0.00629817634893777
21500,0.00629817634893777
21600,0.006254922855951443
21700,0.006273641479841314
21800,0.006273641479841314
21900,0.006273641479841314
22000,0.006273641479841314
22100,0.006273641479841314
22200,0.006178128523111612
22300,0.006189451022604951
22400,0.006220631013649586
22500,0.006229143492769744
22600,0.006251108352544777
22700,0.006280406899601946
22800,0.006279365915777456
22900,0.006314127861089187
23000,0.006310658484571528
23100,0.00634231103388358
23200,0.00634231103388358
23300,0.006316332230481674
23400,0.006316332230481674
23500,0.0063862397820163485
23600,0.006401560115312871
23700,0.006422444754299235
23800,0.006436684896928902
23900,0.006492690487161228
24000,0.006492690487161228
24100,0.006489454636216149
24200,0.006489454636216149
24300,0.006468625108153764
24400,0.006468625108153764
24500,0.006468625108153764
24600,0.006442143031884531
24700,0.006442143031884531
24800,0.006442143031884531
24900,0.006428542729719957
25000,0.006461711350136458
25100,0.006461711350136458
25200,0.006468767362489087
25300,0.0064860589282183115
25400,0.006497086155300047
25500,0.0065264399449577355
25600,0.0065264399449577355
25700,0.0065264399449577355
25800,0.0065264399449577355
25900,0.006460848034664191
26000,0.006471743903848377
26100,0.006471743903848377
26200,0.006471743903848377
26300,0.006471743903848377
26400,0.006410742735756012
26500,0.006419212324887664
26600,0.006419212324887664
26700,0.00644895204529264
26800,0.0064733395696913
26900,0.006486002907518545
27000,0.006482681978144101
27100,0.006497581865839702
27200,0.006523902546902068
27300,0.006521818781372513
27400,0.00654598646918998
27500,0.00654598646918998
27600,0.006542837410490349
27700,0.006552036199095022
27800,0.006556432148132138
27900,0.006556432148132138
28000,0.006548811909533352
28100,0.006593249937631419
28200,0.006593249937631419
28300,0.006583371677343999
28400,0.006583371677343999
28500,0.006583371677343999
28600,0.006583371677343999
28700,0.006583371677343999
28800,0.00650095602294455
28900,0.006544321329639889
29000,0.0065641734323717395
29100,0.0065641734323717395
29200,0.0065641734323717395
29300,0.0065319243527923124
29400,0.0065319243527923124
29500,0.0065319243527923124
29600,0.006522253387854415
29700,0.006522253387854415
29800,0.006522253387854415
29900,0.006498727053463754
30000,0.00651890482398957
30100,0.00655312354467434
