time,Average Publishing Delay
18800,50.93617021276596
18900,50.666666666666664
19000,50.4
19100,50.13612565445026
19200,49.875
19300,49.873056994818654
19400,50.38659793814433
19500,51.40769230769231
19600,52.92857142857143
19700,52.65989847715736
19800,52.39393939393939
19900,52.130653266331656
20000,51.87
20100,51.61194029850746
20200,51.35643564356435
20300,51.10344827586207
20400,50.85294117647059
20500,50.604878048780485
20600,50.359223300970875
20700,50.11594202898551
20800,49.875
20900,49.8732057416268
21000,50.34761904761905
21100,51.291469194312796
21200,52.698113207547166
21300,52.45070422535211
21400,52.205607476635514
21500,51.96279069767442
21600,51.72222222222222
21700,51.483870967741936
21800,51.24770642201835
21900,51.013698630136986
22000,50.78181818181818
22100,50.55203619909502
22200,50.32432432432432
22300,50.09865470852018
22400,49.875
22500,49.873333333333335
22600,50.3141592920354
22700,51.191629955947135
22800,52.5
22900,52.2707423580786
23000,52.04347826086956
23100,51.81818181818182
23200,51.5948275862069
23300,51.37339055793991
23400,51.15384615384615
23500,50.93617021276596
23600,50.720338983050844
23700,50.50632911392405
23800,50.294117647058826
23900,50.0836820083682
24000,49.875
24100,49.87344398340249
24200,50.28512396694215
24300,51.10493827160494
24400,52.32786885245902
24500,52.114285714285714
24600,51.90243902439025
24700,51.69230769230769
24800,51.483870967741936
24900,51.27710843373494
25000,51.072
25100,50.86852589641434
25200,50.666666666666664
25300,50.466403162055336
25400,50.267716535433074
25500,50.07058823529412
25600,49.875
25700,49.87354085603113
25800,50.25968992248062
25900,51.02895752895753
26000,52.176923076923075
26100,51.97701149425287
26200,51.778625954198475
26300,51.58174904942966
26400,51.38636363636363
26500,51.19245283018868
26600,51.0
26700,50.80898876404494
26800,50.61940298507463
26900,50.43122676579926
27000,50.24444444444445
27100,50.05904059040591
27200,49.875
27300,49.87362637362637
27400,50.237226277372265
27500,50.96181818181818
27600,52.04347826086956
27700,51.855595667870034
27800,51.669064748201436
27900,51.483870967741936
28000,51.3
28100,51.11743772241993
28200,50.93617021276596
28300,50.75618374558304
28400,50.57746478873239
28500,50.4
28600,50.22377622377623
28700,50.048780487804876
28800,49.875
28900,49.87370242214533
29000,50.217241379310344
29100,50.902061855670105
29200,51.92465753424658
29300,51.74744027303754
29400,51.57142857142857
29500,51.396610169491524
29600,51.222972972972975
29700,51.05050505050505
29800,50.87919463087248
29900,50.709030100334445
30000,50.54
30100,50.372093023255815
