time,Average Publishing Delay
100,49.5
200,99.5
300,66.33333333333333
400,49.75
500,39.8
600,33.166666666666664
700,28.428571428571427
800,24.875
900,27.61111111111111
1000,39.8
1100,36.18181818181818
1200,33.166666666666664
1300,30.615384615384617
1400,28.428571428571427
1500,26.533333333333335
1600,24.875
1700,26.323529411764707
1800,33.166666666666664
1900,31.42105263157895
2000,29.85
2100,28.428571428571427
2200,27.136363636363637
2300,25.956521739130434
2400,24.875
2500,25.86
2600,30.615384615384617
2700,29.48148148148148
2800,28.428571428571427
2900,27.448275862068964
3000,26.533333333333335
3100,25.677419354838708
3200,24.875
3300,25.62121212121212
3400,29.264705882352942
3500,28.428571428571427
3600,27.63888888888889
3700,26.89189189189189
3800,26.18421052631579
3900,25.512820512820515
4000,24.875
4100,25.475609756097562
4200,28.428571428571427
4300,27.767441860465116
4400,27.136363636363637
4500,26.533333333333335
4600,25.956521739130434
4700,25.404255319148938
4800,24.875
4900,25.377551020408163
5000,27.86
5100,27.313725490196077
5200,26.78846153846154
5300,26.28301886792453
5400,25.796296296296298
5500,25.327272727272728
5600,24.875
5700,25.30701754385965
5800,27.448275862068964
5900,26.983050847457626
6000,26.533333333333335
6100,26.098360655737704
6200,25.677419354838708
6300,25.26984126984127
6400,24.875
6500,25.253846153846155
6600,27.136363636363637
6700,26.73134328358209
6800,26.33823529411765
6900,25.956521739130434
7000,25.585714285714285
7100,25.225352112676056
7200,24.875
7300,25.21232876712329
7400,26.89189189189189
7500,26.533333333333335
7600,26.18421052631579
7700,25.844155844155843
7800,25.512820512820515
7900,25.189873417721518
8000,24.875
8100,25.179012345679013
8200,26.695121951219512
8300,26.373493975903614
8400,26.05952380952381
8500,25.75294117647059
8600,25.453488372093023
8700,25.160919540229884
8800,24.875
8900,25.151685393258425
9000,26.533333333333335
9100,26.24175824175824
9200,25.956521739130434
9300,25.677419354838708
9400,25.404255319148938
9500,25.13684210526316
9600,24.875
9700,25.128865979381445
9800,26.397959183673468
9900,26.13131313131313
10000,25.87
10100,25.613861386138613
10200,25.362745098039216
10300,25.116504854368934
10400,24.875
10500,25.10952380952381
10600,26.28301886792453
10700,26.037383177570092
10800,25.796296296296298
10900,25.559633027522935
11000,25.327272727272728
11100,25.0990990990991
11200,24.875
11300,25.0929203539823
11400,26.18421052631579
11500,25.956521739130434
11600,25.732758620689655
11700,25.512820512820515
11800,25.296610169491526
11900,25.084033613445378
12000,24.875
12100,25.078512396694215
12200,26.098360655737704
12300,25.88617886178862
12400,25.677419354838708
12500,25.472
12600,25.26984126984127
12700,25.070866141732285
12800,24.875
12900,25.065891472868216
13000,26.023076923076925
13100,25.82442748091603
13200,25.62878787878788
13300,25.43609022556391
13400,25.246268656716417
13500,25.05925925925926
13600,24.875
13700,25.054744525547445
13800,25.956521739130434
13900,25.769784172661872
14000,25.585714285714285
14100,25.404255319148938
14200,25.225352112676056
14300,25.04895104895105
14400,24.875
14500,25.044827586206896
14600,25.897260273972602
14700,25.72108843537415
14800,25.5472972972973
14900,25.375838926174495
15000,25.206666666666667
15100,25.039735099337747
15200,24.875
15300,25.035947712418302
15400,25.844155844155843
15500,25.677419354838708
15600,25.512820512820515
15700,25.35031847133758
15800,25.189873417721518
15900,25.031446540880502
16000,24.875
16100,25.027950310559007
16200,25.796296296296298
16300,25.63803680981595
16400,25.48170731707317
16500,25.327272727272728
16600,25.174698795180724
16700,25.023952095808383
16800,24.875
16900,25.0207100591716
17000,25.75294117647059
17100,25.60233918128655
17200,25.453488372093023
17300,25.30635838150289
17400,25.160919540229884
17500,25.017142857142858
17600,24.875
17700,25.01412429378531
17800,25.713483146067414
