time,MSE Info Loss
100,0.03511044865117796
200,0.0629206450236861
300,0.03364334274684211
400,0.06892363091592557
500,0.02274831402198174
600,0.13205595021077343
700,0.02322795772099795
800,0.03320408257923191
900,0.06506453475020635
1000,0.051463256302405114
1100,0.056725260160064295
1200,0.0496832676276
1300,0.026363532255714972
1400,0.02286314268754097
1500,0.07167713612938087
1600,0.026025563815807118
1700,0.018324064243216753
1800,0.01194935995820856
1900,0.04875746280613669
2000,0.05285481797645275
2100,0.10119215057909514
2200,0.0415011383787629
2300,0.013819560727995395
2400,0.023876114791534064
2500,0.05716810062942557
2600,0.04006908099964335
2700,0.022277486107185496
2800,0.05486481962958578
2900,0.05783977189881284
3000,0.05991238375165153
3100,0.01642246075820708
3200,0.0762875585895415
3300,0.0179758211660328
3400,0.06627184636613492
3500,0.031132526365070134
3600,0.01440175583564951
3700,0.07125133883914714
3800,0.01193815324205616
3900,0.0664811244789405
4000,0.02917489561721709
4100,0.059335324918322385
4200,0.021018930437520567
4300,0.024427437682106756
4400,0.04145473651630027
4500,0.03049097547193469
4600,0.0182638337908827
4700,0.030161656715193885
4800,0.028704526026501753
4900,0.0477234552461141
5000,0.030517105570794456
5100,0.05072549825939632
5200,0.05560463810047622
5300,0.02509826848603325
5400,0.01600709640527498
5500,0.03550904912603414
5600,0.03330800358543229
5700,0.05102102798434771
5800,0.05044017995504646
5900,0.023045365864675205
6000,0.03270395484526034
6100,0.061175049988207775
6200,0.0718097189332525
6300,0.028445467601784458
6400,0.06303895094964673
6500,0.06145097900252949
6600,0.02764082413665392
6700,0.04969003830433394
6800,0.010620841905961242
6900,0.0897152978180884
7000,0.08640806692892511
7100,0.015571977075012455
7200,0.028162747861301796
7300,0.06291093286415617
7400,0.050329341083738655
7500,0.004784686619359491
7600,0.029490481119182732
7700,0.049446886660348355
7800,0.028321943154764995
7900,0.031575154349070544
8000,0.04453682889641186
8100,0.034827062910551376
8200,0.01614578063998806
8300,0.009946517337539262
8400,0.0179427664622267
8500,0.06415165620290963
8600,0.027230085749806676
8700,0.05973391518546123
