time,SSE unbounded Info Loss
10600,3224666870.85648
10700,3255266487.6699414
10800,3283198339.868523
10900,3317864966.498104
11000,3342667983.637025
11100,3380440312.762083
11200,3410687234.3190312
11300,3437271832.6666894
11400,3464835100.8712792
11500,3501675588.778477
11600,3534484794.724061
11700,3565877939.9047294
11800,3589838187.693465
11900,3621529773.0336165
12000,3650609819.4823437
12100,3686678862.841498
12200,3711015282.180342
12300,3745858037.5873985
12400,3784578827.252066
12500,3820436720.4588456
12600,3854110555.1523256
12700,3890165008.867979
12800,3925701188.248669
12900,3954152279.9728265
13000,3999216619.925991
13100,4038438844.830353
13200,4072224357.2060995
13300,4121799905.0829587
13400,4155694806.8004503
13500,4214951213.026877
13600,4255200236.0640497
13700,4308991610.897597
13800,4347569635.5278015
13900,4387896548.911324
14000,4434048658.243625
14100,4481818404.970807
14200,4516702933.243643
14300,4563536813.319794
14400,4612987559.869651
14500,4651617216.95086
14600,4689575491.564969
14700,4732977449.212101
14800,4793882380.018484
14900,4813688390.513075
15000,4854169589.137977
15100,4896846887.698169
15200,4929809910.403825
15300,4995748879.549602
15400,5044051844.617394
15500,5083547071.966039
15600,5122750666.347181
15700,5152962570.961759
15800,5200846849.7560625
15900,5255144753.830785
16000,5295906466.054147
16100,5330569214.790602
16200,5361427349.589692
16300,5407886577.195521
16400,5452736726.414446
16500,5510446111.6748495
16600,5542456991.340655
16700,5580152560.610062
16800,5633945351.592334
16900,5681414585.793084
17000,5735176956.104224
17100,5776173386.838185
17200,5830263102.958664
17300,5888376295.50452
17400,5919268712.744411
17500,5954157032.567854
17600,5987581718.963412
17700,6025854768.221602
17800,6057758127.039104
17900,6107657710.259021
18000,6155854825.251073
18100,6183629685.999256
18200,6220082816.748067
18300,6256964973.870498
18400,6288975514.453477
18500,6321603336.901795
18600,6364719842.570458
18700,6414664734.329569
18800,6463097896.363824
18900,6509850272.460073
19000,6549910639.178914
19100,6593144760.116262
19200,6647727952.230489
19300,6708529847.130359
19400,6745115816.982813
19500,6779957098.573379
19600,6827202229.283617
19700,6874988112.115184
19800,6932384765.08106
19900,6970525262.9373865
20000,7008201548.0865345
20100,7039948346.959689
20200,7074990379.396095
20300,7116886917.089948
20400,7179273691.610852
20500,7214979814.246285
20600,7259422236.406492
20700,7313315275.615041
20800,7351588368.481806
20900,7396817395.939148
21000,7436309996.154943
21100,7475960332.739071
21200,7515448757.512327
21300,7555715068.962214
21400,7596742890.420357
21500,7624030323.621842
21600,7660895174.283205
21700,7705519289.63768
21800,7756111312.551222
21900,7793844855.735147
22000,7842243596.0297165
22100,7886646043.500062
22200,7925056868.346973
22300,7986036424.134252
22400,8049786491.12762
22500,8093409122.725958
22600,8135083325.55793
22700,8179219662.299766
22800,8226678378.340012
22900,8260334798.105478
23000,8293179286.323987
23100,8334046912.683436
23200,8366640225.673521
23300,8400283632.519182
23400,8452202554.846526
23500,8498091444.829136
23600,8537278083.388588
23700,8565928793.891259
23800,8607775847.954996
23900,8641123268.936947
24000,8683475516.92083
24100,8728727792.853119
24200,8792154209.397053
24300,8831154521.889322
24400,8879583029.824957
24500,8934401506.40654
24600,8966833876.587631
24700,9017344859.404575
24800,9051379405.04174
24900,9099890779.25281
25000,9145277868.982254
25100,9187097520.248142
25200,9236139143.515541
25300,9269926919.72064
25400,9317412832.41136
25500,9373962019.572329
25600,9422746683.880257
25700,9497032713.210457
25800,9562481849.148706
25900,9617756299.220419
26000,9666317756.147215
26100,9699605377.610569
26200,9737844135.939808
26300,9783368159.744781
26400,9808055372.763393
26500,9840381263.498426
26600,9879136324.65616
26700,9927739153.043125
26800,9968732556.586422
26900,10016497241.335634
27000,10078653289.475586
27100,10124243723.734062
27200,10164143606.100546
27300,10205398099.004995
27400,10259118496.33456
27500,10312722338.747725
27600,10364087819.479368
27700,10416551865.102755
27800,10468745195.727533
27900,10512089899.798819
28000,10557286202.58293
28100,10593869882.3876
28200,10642646378.238895
28300,10699153489.88044
28400,10738004543.061087
28500,10801534057.439205
28600,10855582768.897697
28700,10895988922.709267
28800,10936060992.701754
28900,10987753231.37945
29000,11025496466.630054
29100,11064720782.341671
29200,11110796872.372242
29300,11155789185.404873
29400,11194891881.660118
29500,11232904915.01811
29600,11268480884.9378
29700,11311702529.534636
29800,11352821800.444286
29900,11391746643.32198
30000,11443927437.364477
30100,11473774928.137573
