time,MSE Info Loss
100,0.19722546548940478
200,0.352959670942262
300,0.23401427200095526
400,0.23219562911708636
500,0.3312355425004796
600,0.26249821500422854
700,0.32333682329502267
800,0.37343926871528765
900,0.12795193640283742
1000,0.3608731095195594
1100,0.39167225835075214
1200,0.20698839835944227
1300,0.23923881263431213
1400,0.4346442476088441
1500,0.2261588664501346
1600,0.32903306219355954
1700,0.01724093005316263
1800,0.3939719578341965
1900,0.47490812720013764
2000,0.5495662037727698
2100,0.03454506646539812
2200,0.38587817744644326
2300,0.5332625269677465
2400,0.49286963931263017
2500,0.5175796598761053
2600,1.7005067547870567e-05
2700,0.48128958959352985
2800,0.5906488854167264
2900,0.2524158856142549
3000,0.5488679357865749
3100,0.2829612996453079
3200,0.4461046910846562
3300,0.386803326980953
3400,0.27530941303916734
3500,0.4996667863313178
3600,0.616525428614068
3700,0.44215562150156984
3800,0.3491684673222153
3900,0.0018467287350176775
4000,0.433919159907191
4100,0.496977248531266
4200,0.5515737952011932
4300,0.47993536490253064
4400,0.34142745472331626
4500,0.4415938076306247
4600,0.5058536398394153
4700,0.6012630288005312
4800,0.44076466655337754
4900,0.5555968187338749
5000,0.607152965307705
5100,0.4803011872245406
5200,0.2486543114930555
5300,0.29019278763007605
5400,0.6133820964928418
5500,0.28689115651741304
5600,0.5007704032461788
5700,0.21549040498075556
5800,0.23040032520930254
5900,0.5385323706832423
6000,0.2541028191881196
6100,0.521852393865629
6200,0.4505366367498027
6300,0.4844596903872116
6400,0.39731380391549465
6500,0.4946783472896641
6600,0.5937471678207658
6700,0.3652175432698641
6800,0.34024667855419466
6900,0.30151981982453435
7000,0.4554385292549341
7100,0.25844229281983644
7200,0.5045085552874298
7300,0.3815599167842265
7400,0.43982198118692395
7500,0.15263400146659478
7600,0.602621970902419
7700,0.1825925995462967
7800,0.00047871231799945235
7900,0.39686744157597786
8000,0.4343741540874362
8100,0.5125763668997934
8200,0.3527880428637218
8300,0.5420866742524595
8400,0.5077845523583164
8500,0.3218152442914288
8600,0.5185939246007365
8700,0.33406279419341445
8800,0.4056225529288895
8900,0.330984767258542
9000,0.5946047071192879
9100,0.45137038631628457
9200,0.35611224472722824
9300,0.39421058851803537
9400,0.4368414818409292
9500,0.39163063342311943
9600,0.19304668663698976
9700,0.46031005133409053
9800,0.46223558311385204
9900,0.6125519287666066
10000,0.40796528958435374
10100,0.18570176782941417
10200,0.652017664674986
10300,0.22694280630366848
10400,0.36602117111988264
10500,0.5107901814576508
10600,0.5617305649966511
10700,0.6481623138315626
10800,0.36103598699673967
10900,0.5130321012338754
11000,0.5456568733716267
11100,0.49281042221628013
11200,0.386414514829994
11300,0.3445306852381691
11400,0.5879706437972345
11500,0.5299804413252787
11600,0.48219049556973914
11700,0.0023932234980748035
11800,0.5329772425639021
11900,0.3296194739177736
12000,0.330213509789246
12100,0.3821455405868619
12200,0.4441545487370604
12300,0.29304764810513007
12400,0.3175341419982942
12500,0.47773956558194186
12600,0.14813240722924093
12700,0.46656354219248897
12800,0.3744645843089529
12900,0.4401608599600877
13000,0.5525734963839568
13100,0.413728768632609
13200,0.4142378734450176
13300,0.42995990872168477
13400,0.5638426149807856
13500,0.457560512542841
13600,0.32455058146297233
13700,0.5366133652632925
13800,0.6702386338474753
13900,0.37005368734480726
14000,0.5462621853575911
14100,0.005973525762783538
14200,0.37620212268211617
14300,0.5820072130263725
14400,0.35226479373250186
14500,0.5068423961220105
14600,0.35451123583152366
14700,0.34167279527900973
14800,0.5350488615758877
14900,0.49932284916485514
15000,0.6758940893105319
15100,0.3676931990748926
15200,0.5297409507911652
15300,0.2561538602858491
15400,0.3926202402990384
15500,0.5158044805884856
15600,0.451681367958372
15700,0.5481324817701534
15800,0.21391335107273335
15900,0.5493794026633623
16000,0.39483673766517313
16100,0.38808250955935364
16200,0.0005467058545036707
16300,0.3756983920757193
16400,0.42513061517456663
16500,0.3976353759171616
16600,0.48678228278458846
16700,0.35137062234935
16800,0.4734073135359722
16900,0.3018543968719314
17000,0.5135356413720729
17100,0.23245695294372126
17200,0.6933646264342315
17300,0.606126106597003
17400,0.0018807322203429067
17500,0.2796833201564368
17600,0.47622889803551516
17700,0.48790980176727317
17800,0.0
17900,0.3185605108128584
18000,0.6494359276775867
18100,0.00969659340717044
18200,0.16850768690801488
18300,0.3640882750851233
18400,0.41900984531275753
18500,0.6918871025682165
18600,0.39057793850588496
18700,0.40642515398849355
18800,0.4009602216819985
18900,0.7396886589422138
19000,0.5409504429480876
19100,0.4508001498224985
19200,0.40400549796140695
19300,0.3784959420172527
19400,0.6692896382555773
19500,0.5229445953373215
19600,0.33352424149779836
19700,0.23091345167449617
19800,0.6173903412827713
19900,0.40295362776942056
20000,0.5841606520507412
20100,0.43641201495483983
20200,0.001880738870568166
20300,0.25771087042630825
20400,0.537866635078899
20500,0.5609588246106796
20600,0.5039581599485246
20700,0.42386324272411
20800,0.508730103236303
20900,0.5421882724185707
21000,0.6028303944640356
21100,0.5418148782064236
21200,0.5663262366742856
21300,0.6018342705738178
21400,0.5852970710657246
21500,0.5487576368395821
21600,0.46544837551846285
21700,0.2248329267204099
21800,0.6191004896918457
21900,0.36020987892152334
22000,0.5367994892258139
22100,0.5755924313525611
22200,0.4067407208003715
22300,0.6570379258700996
22400,0.4907465491705807
22500,0.3307458716099063
22600,0.43985474302462535
22700,0.6409524918126408
22800,0.387240617941643
22900,0.6142496516877145
23000,0.45190311750775436
23100,0.517338966123134
23200,0.37204588843633246
23300,0.5762575657354319
23400,0.5206584322877461
23500,0.46623505655770714
23600,0.5812084760545986
23700,0.045711135882811504
23800,0.6330238974187523
23900,0.27801637381162436
24000,0.483565480035395
24100,0.4457414998232707
24200,0.5441122824940976
24300,0.5291944960572437
24400,0.4323855513594026
24500,0.4648941209889017
24600,0.00046168053449946456
24700,0.48013093618465064
24800,0.46855326068362046
24900,0.5257475946473278
25000,0.5134803827641008
25100,0.43990955821391253
25200,0.17433161119333818
25300,0.19167512163585343
25400,0.3909377773779852
25500,0.5600907545613154
25600,0.6886744880575861
25700,0.42152503130455443
25800,0.43806903179574874
25900,0.5845851973426761
26000,0.29438332081917906
26100,0.48274505469635187
26200,0.5612088125690207
26300,0.3846739631717355
26400,0.5439502404224186
26500,0.014052280443138443
26600,0.4862030237836734
26700,0.32395218035162543
26800,0.5115537662732095
26900,0.563911272549376
27000,0.6222015646562795
27100,0.38795496759121306
27200,0.45984292804314464
27300,0.5375622198553174
27400,0.5303667876269174
27500,0.5587939646902669
27600,0.48808204887427564
27700,0.4627479546270479
27800,0.45551728948521486
27900,0.48730714509656536
28000,0.6413943665029365
28100,0.5439146250573685
28200,0.2296754833587329
28300,0.3934726139232225
28400,0.45009414546802873
28500,0.39832279143047344
28600,0.4471740292319737
28700,0.5004280209086573
28800,0.527548052075872
28900,0.5630308829004207
29000,0.2895808396751818
29100,0.6372508135918906
29200,0.188533675736835
29300,0.46199471684667515
29400,0.5398245963770023
29500,0.5082608419634198
29600,0.5066159500784124
29700,0.47291631338521256
29800,0.5655139372229314
29900,0.4996515955299401
30000,0.5024556563930673
30100,0.01865270255257201
