time,SSE unbounded Info Loss
100,29065826.785229057
200,103483968.80407965
300,183200052.35966924
400,263414165.17954394
500,335353561.9660302
600,404789467.6408465
700,485460751.5386744
800,581336071.7571074
900,651963285.0325427
1000,739954354.389403
1100,828548823.5790381
1200,907540049.4074141
1300,995168199.5432186
1400,1069674728.4824742
1500,1167108127.227363
1600,1261718920.6355877
1700,1312835304.200452
1800,1387915966.7324076
1900,1467326009.4333906
2000,1570929437.9869103
2100,1644974434.5626593
2200,1730762109.2561035
2300,1791640321.127855
2400,1864434074.5309446
2500,1969627433.158588
2600,2034150775.079871
2700,2120843583.5346708
2800,2195854707.847352
2900,2274484788.5472474
3000,2371365304.6252856
3100,2451684862.5415163
3200,2524199870.592402
3300,2631175314.8766017
3400,2716222228.596381
3500,2815151954.0462737
3600,2892197479.9683924
3700,2994355648.2417884
3800,3067069446.8294086
3900,3115429256.6399217
4000,3177531174.570092
4100,3261832648.197409
4200,3361698245.783817
4300,3429489780.9873257
4400,3511837906.59409
4500,3617872845.977197
4600,3684048736.439302
4700,3777155493.625647
4800,3865415794.4927244
4900,3968097709.1062045
5000,4047158230.3292036
5100,4119740246.225007
5200,4193520448.816984
5300,4265025765.176066
5400,4343296557.464312
5500,4416734190.834078
5600,4514820411.684608
5700,4575162111.836373
5800,4642207627.424998
5900,4734765036.649741
6000,4821678074.436828
6100,4902122456.398526
6200,4987302887.649538
6300,5080462192.466447
6400,5175797701.413668
6500,5275243300.066365
6600,5366599961.494289
6700,5457320512.135287
6800,5550421532.993731
6900,5626282188.055998
7000,5720707745.528981
7100,5798100513.87948
7200,5897941063.30539
7300,5979696916.166958
7400,6075300221.513274
7500,6175197497.38832
7600,6273578944.626132
7700,6346957521.414298
7800,6405210693.047871
7900,6498558571.527045
8000,6593311051.767846
8100,6686337336.383495
8200,6771491256.193679
8300,6845348205.069742
8400,6940334349.025
8500,7015039424.045601
8600,7107343135.946479
8700,7205324144.414768
8800,7298966214.758688
8900,7316580824.657819
9000,7392958569.996677
9100,7481288936.611363
9200,7582789212.801687
9300,7670339638.426213
9400,7745386724.035382
9500,7841136192.741227
9600,7911380529.500828
9700,7998373728.477183
9800,8085157445.233759
9900,8149974358.366843
10000,8221088515.667212
10100,8296815626.736675
10200,8388086168.563198
10300,8491087210.614711
10400,8590598230.439867
10500,8693430571.782097
10600,8791329729.747066
10700,8892896526.39374
10800,8991928848.614456
10900,9094688914.854774
11000,9181226928.700068
11100,9276163456.422272
11200,9378379345.135593
11300,9470535216.662125
11400,9553487771.157656
11500,9640870594.38132
11600,9737563329.7185
11700,9816393049.105505
11800,9882701757.722815
11900,9957753622.065252
12000,10049500174.113525
12100,10137187754.496923
12200,10201588045.199556
12300,10305485134.181585
12400,10382108043.482824
12500,10490711861.773117
12600,10570162602.109276
12700,10669780032.69085
12800,10755868069.358791
12900,10867612011.3692
13000,10974275144.346615
13100,11069559260.161585
13200,11159812856.968452
13300,11264284977.707766
13400,11346650179.787348
13500,11452287531.31247
13600,11531931760.103313
13700,11623817681.092659
13800,11708532103.597353
13900,11812673219.970583
14000,11911638321.371382
14100,12003913534.859646
14200,12076759981.526678
14300,12175153733.24344
14400,12268297511.298157
14500,12364168957.37565
14600,12461717779.298433
14700,12557823798.927618
14800,12640020993.409111
14900,12692217949.070358
15000,12797633658.683296
15100,12900394874.745285
15200,12981379174.754246
15300,13094824227.90432
15400,13200507879.070667
15500,13302166094.410265
15600,13394795357.13046
15700,13482278024.23333
15800,13584625666.998323
15900,13695522132.884504
16000,13807637725.951086
16100,13905850323.158327
16200,13977539473.52554
16300,14068141491.118856
16400,14181765312.01204
16500,14291900722.065649
16600,14400473299.195356
16700,14497515527.8988
16800,14587107007.395098
16900,14700095107.654312
17000,14779690335.468618
17100,14883072154.230444
17200,14964347807.138266
17300,15063627647.75198
17400,15123110762.718489
17500,15199951630.042198
17600,15312221295.52465
17700,15424920155.35151
17800,15486737918.561478
17900,15596440433.790121
18000,15704030906.703594
18100,15762709173.076778
18200,15825810030.279211
18300,15911541276.568148
18400,16010754836.875233
18500,16124045861.546732
18600,16206800239.565865
18700,16315592927.191463
18800,16426990479.170704
18900,16544692913.436806
19000,16636252695.194815
19100,16746224561.74728
19200,16847698276.44871
19300,16925644494.462585
19400,17030721259.31922
19500,17129661230.836483
19600,17234953164.98516
19700,17339744988.97256
