time,SSE unbounded Info Loss
100,8147030.784929347
200,15790392.58593923
300,23749742.289208505
400,31611831.229948804
500,40366556.54561573
600,47735222.04124222
700,56806362.605648175
800,64577314.947385035
900,72500785.20757999
1000,80084858.7066825
1100,87861195.57745735
1200,96455752.88017477
1300,104793654.4773513
1400,112762099.13689345
1500,120870626.44630253
1600,128913654.28430453
1700,136185138.5289581
1800,142626696.00273076
1900,150593349.5034761
2000,158696084.20569897
2100,166177582.80269447
2200,174484940.37696537
2300,183126374.26093
2400,190151846.31932235
2500,197676608.9359355
2600,205869929.75708675
2700,215158920.24061954
2800,222765947.94522923
2900,230022411.83727452
3000,237519293.92377028
3100,246126783.17901945
3200,254568861.6580601
3300,262542881.5248702
3400,270644949.7775623
3500,278571727.711367
3600,287350735.84507275
3700,295961628.7409262
3800,304413113.84960747
3900,312959631.4647304
4000,321778225.7893709
4100,330111027.41990334
4200,339187122.2161631
4300,346907062.1466022
4400,354652946.746394
4500,362002049.9515112
4600,370202855.6092263
4700,377863365.18167365
4800,384974912.706345
4900,392218685.9669002
5000,400915866.8693976
5100,408990992.90892553
5200,416653028.4366768
5300,425066878.45204866
5400,432583876.27565193
5500,439907681.85213333
5600,448053355.5854653
5700,455755899.7113042
5800,464807009.5102225
5900,472613760.86650485
6000,480006641.8814664
6100,485584560.42677677
6200,491657417.9451333
6300,497128964.68464637
6400,503843669.90082526
6500,512032026.76662177
6600,520574058.6058238
6700,528835991.99901813
6800,537910238.0147078
6900,546706614.9038405
7000,554224289.3949327
7100,562957329.2073141
7200,576370981.7067034
7300,584947708.8158721
7400,592965534.9401073
7500,600519996.1423813
7600,607873387.627207
7700,617598429.2890812
7800,624719436.7974498
7900,634650999.4422333
8000,642558906.5628754
8100,650355875.0405945
8200,658219502.8968391
8300,665464081.5997832
8400,673551153.1623
8500,681142820.585242
8600,689071669.4838197
8700,696207277.152719
8800,703704058.9337009
8900,710316369.2468021
9000,718724603.5930684
9100,729055129.9856901
9200,737431041.7841175
9300,745156527.1049557
9400,752099440.010931
9500,759418167.0832812
9600,765959716.907465
9700,773553906.9926257
9800,781446661.7955714
9900,788644247.1864681
10000,796419736.0930992
10100,803395511.7913828
10200,811567367.3968735
10300,819361548.7522407
10400,827941611.8441516
10500,836409585.3256787
10600,843763600.2378149
10700,851065066.7194277
10800,858957854.0310471
10900,866801281.3098212
11000,875226979.3254652
11100,882724954.4627765
11200,890819602.2660766
11300,899119731.6918898
11400,906060558.1635947
11500,914865004.3210692
11600,922638575.6040374
11700,930104486.5934672
11800,937673220.1556492
11900,945858761.3629364
12000,953217645.2469898
12100,960942113.0209008
12200,968813605.8092312
12300,978276848.5634288
12400,985793806.2362052
12500,993318623.1900979
12600,1000175802.8903127
12700,1008147515.923665
12800,1015462600.6811635
12900,1022792068.605781
13000,1030575401.3513197
13100,1041087982.9109015
13200,1048754163.0242361
13300,1057052159.0582088
13400,1064097967.1529577
13500,1071394697.4503372
13600,1078831354.7128596
13700,1086790440.8532503
13800,1094550526.880929
13900,1102784176.3249195
14000,1111240506.5462058
14100,1118718088.1264973
14200,1125936145.5650876
14300,1134866019.084551
14400,1143559876.781841
14500,1151447920.0111444
14600,1160723441.1381776
14700,1168257728.0423741
14800,1176617639.425437
14900,1183445198.6982028
15000,1191233669.7620256
15100,1198925865.5177755
15200,1205439380.3073375
15300,1213948835.5150802
15400,1220936075.9189332
15500,1229387405.6021512
15600,1235005297.5591998
15700,1240650319.964233
15800,1246604070.839423
15900,1253073052.344243
16000,1259418538.4099371
16100,1266879125.217446
16200,1274189301.5441153
16300,1282716913.7317965
16400,1292385574.422978
16500,1299381945.6646361
16600,1305484985.2938347
16700,1310877203.8883345
16800,1316698039.4080858
16900,1325789210.7439728
17000,1335302008.150078
17100,1342499947.9903076
17200,1349036323.6622655
17300,1357795979.4322455
17400,1365737573.638784
17500,1373751847.9574783
17600,1381451392.4313972
17700,1388967399.9987488
17800,1395892291.8814957
17900,1403721787.7913723
18000,1411502019.2482224
18100,1417968618.9595847
18200,1425166815.1299596
18300,1432801451.7248297
18400,1440205220.435317
18500,1448737757.0452647
