time,Average Publishing Delay
100,12.25
200,6.125
300,8.166666666666666
400,6.125
500,7.35
600,6.125
700,7.0
800,6.125
900,6.805555555555555
1000,6.125
1100,6.681818181818182
1200,6.125
1300,6.596153846153846
1400,6.125
1500,6.533333333333333
1600,6.125
1700,6.485294117647059
1800,6.125
1900,6.447368421052632
2000,6.125
2100,6.416666666666667
2200,6.125
2300,6.391304347826087
2400,6.125
2500,6.37
2600,6.125
2700,6.351851851851852
2800,6.125
2900,6.336206896551724
3000,6.125
3100,6.32258064516129
3200,6.125
3300,6.3106060606060606
3400,6.125
3500,6.3
3600,6.125
3700,6.29054054054054
3800,6.125
3900,6.282051282051282
4000,6.125
4100,6.274390243902439
4200,6.125
4300,6.267441860465116
4400,6.125
4500,6.261111111111111
4600,6.125
4700,6.25531914893617
4800,6.125
4900,6.25
5000,6.125
5100,6.245098039215686
5200,6.125
5300,6.240566037735849
5400,6.125
5500,6.236363636363636
5600,6.125
5700,6.232456140350878
5800,6.125
5900,6.228813559322034
6000,6.125
6100,6.225409836065574
6200,6.125
6300,6.222222222222222
6400,6.125
6500,6.219230769230769
6600,6.125
6700,6.2164179104477615
6800,6.125
6900,6.213768115942029
7000,6.125
7100,6.211267605633803
7200,6.125
7300,6.208904109589041
7400,6.125
7500,6.206666666666667
7600,6.125
7700,6.204545454545454
7800,6.125
7900,6.2025316455696204
8000,6.125
8100,6.200617283950617
8200,6.125
8300,6.198795180722891
8400,6.125
8500,6.197058823529412
8600,6.125
8700,6.195402298850575
8800,6.125
8900,6.193820224719101
9000,6.125
9100,6.1923076923076925
9200,6.125
9300,6.190860215053763
9400,6.125
9500,6.189473684210526
9600,6.125
9700,6.188144329896907
9800,6.125
9900,6.186868686868687
10000,6.125
10100,6.185643564356436
10200,6.125
10300,6.184466019417476
10400,6.125
10500,6.183333333333334
10600,6.125
10700,6.182242990654205
10800,6.125
10900,6.181192660550459
11000,6.125
11100,6.18018018018018
11200,6.125
11300,6.179203539823009
11400,6.125
11500,6.178260869565217
11600,6.125
11700,6.177350427350428
11800,6.125
11900,6.176470588235294
12000,6.125
12100,6.175619834710743
12200,6.125
12300,6.17479674796748
12400,6.125
12500,6.174
12600,6.125
12700,6.173228346456693
12800,6.125
12900,6.172480620155039
13000,6.125
13100,6.17175572519084
13200,6.125
13300,6.171052631578948
13400,6.125
13500,6.17037037037037
13600,6.125
13700,6.16970802919708
13800,6.125
13900,6.169064748201439
14000,6.125
14100,6.168439716312057
14200,6.125
14300,6.1678321678321675
14400,6.125
14500,6.167241379310345
14600,6.125
14700,6.166666666666667
14800,6.125
14900,6.166107382550336
15000,6.125
15100,6.1655629139072845
15200,6.125
15300,6.165032679738562
15400,6.125
15500,6.164516129032258
15600,6.125
15700,6.164012738853503
15800,6.125
15900,6.163522012578617
16000,6.125
16100,6.163043478260869
16200,6.125
16300,6.162576687116564
16400,6.125
16500,6.162121212121212
16600,6.125
16700,6.161676646706587
16800,6.125
16900,6.161242603550296
17000,6.125
17100,6.1608187134502925
17200,6.125
17300,6.160404624277457
17400,6.125
17500,6.16
17600,6.125
17700,6.159604519774011
17800,6.125
17900,6.159217877094972
18000,6.125
18100,6.1588397790055245
18200,6.125
18300,6.158469945355192
18400,6.125
18500,6.158108108108108
18600,6.125
18700,6.157754010695188
18800,6.125
18900,6.157407407407407
19000,6.125
19100,6.157068062827225
19200,6.125
19300,6.1567357512953365
19400,6.125
19500,6.156410256410257
19600,6.125
19700,6.156091370558376
19800,6.125
19900,6.155778894472362
20000,6.125
20100,6.1554726368159205
20200,6.125
20300,6.155172413793103
20400,6.125
20500,6.154878048780488
20600,6.125
20700,6.154589371980676
20800,6.125
20900,6.154306220095694
21000,6.125
21100,6.154028436018957
21200,6.125
21300,6.153755868544601
21400,6.125
21500,6.153488372093023
21600,6.125
21700,6.153225806451613
21800,6.125
21900,6.15296803652968
22000,6.125
22100,6.152714932126697
22200,6.125
22300,6.1524663677130045
22400,6.125
22500,6.152222222222222
22600,6.125
22700,6.151982378854625
22800,6.125
22900,6.151746724890829
23000,6.125
23100,6.151515151515151
23200,6.125
23300,6.151287553648069
23400,6.125
23500,6.151063829787234
23600,6.125
23700,6.15084388185654
23800,6.125
23900,6.150627615062762
24000,6.125
24100,6.1504149377593365
24200,6.125
24300,6.150205761316872
24400,6.125
24500,6.15
24600,6.125
24700,6.149797570850202
24800,6.125
24900,6.149598393574297
25000,6.125
25100,6.149402390438247
25200,6.125
25300,6.149209486166008
25400,6.125
25500,6.149019607843138
25600,6.125
25700,6.148832684824903
25800,6.125
25900,6.148648648648648
26000,6.125
26100,6.148467432950191
26200,6.125
26300,6.14828897338403
26400,6.125
26500,6.14811320754717
26600,6.125
26700,6.147940074906367
26800,6.125
26900,6.147769516728625
27000,6.125
27100,6.14760147601476
27200,6.125
27300,6.147435897435898
27400,6.125
27500,6.147272727272727
27600,6.125
27700,6.147111913357401
27800,6.125
27900,6.146953405017921
28000,6.125
28100,6.146797153024911
28200,6.125
28300,6.146643109540636
28400,6.125
28500,6.146491228070175
28600,6.125
28700,6.146341463414634
28800,6.125
28900,6.146193771626297
29000,6.125
29100,6.146048109965636
29200,6.125
29300,6.145904436860068
29400,6.125
29500,6.145762711864407
29600,6.125
29700,6.145622895622895
29800,6.125
29900,6.145484949832776
30000,6.125
30100,6.145348837209302
