time,SSE unbounded Info Loss
100,8796453.33986438
200,16224041.23974791
300,25387225.89023653
400,33184032.438100062
500,41115046.10787524
600,49117151.79081617
700,56808733.41329183
800,65099317.0011351
900,73114654.59402795
1000,80833758.11503433
1100,88613813.08033007
1200,97160212.59353648
1300,105541095.40872605
1400,113607140.67183971
1500,121803692.44415177
1600,129938785.75221719
1700,138051830.01489976
1800,146028664.89285263
1900,152497897.03969112
2000,159773394.19064072
2100,167262455.82219183
2200,175621870.61830062
2300,184348357.13240355
2400,191335155.63538873
2500,198998928.2494403
2600,207344710.46383625
2700,216737435.23727584
2800,224501953.9622555
2900,231821839.99233636
3000,239388081.62623668
3100,248141910.854703
3200,256623166.2360606
3300,265127953.8389271
3400,273521531.84885037
3500,282045970.6269384
3600,290769729.84718174
3700,299585508.3747699
3800,307472537.9613583
3900,315783664.5273281
4000,323762462.1448784
4100,332339619.37497485
4200,341500033.20545375
4300,349370620.26506704
4400,357131975.3046597
4500,364703679.0844104
4600,372908913.0095323
4700,380588702.313963
4800,387734151.5243001
4900,395562700.53722775
5000,403798258.1006779
5100,412687046.0632347
5200,420167146.1948562
5300,428661226.03172743
5400,436365175.3275247
5500,443979882.2237703
5600,452276928.82657623
5700,460322750.4452937
5800,469520895.8896244
5900,477531915.3117179
6000,485030510.8066827
6100,492100758.6041675
6200,500962620.59658307
6300,509178753.4599437
6400,517339291.1856075
6500,525649615.63469034
6600,533010706.5499998
6700,540889851.8004295
6800,549012479.8568263
6900,557642607.2318652
7000,565213032.6781942
7100,573258362.4563848
7200,581111190.466544
7300,588806895.4349793
7400,596173871.0696402
7500,603333100.1455854
7600,610558901.5174105
7700,619923970.9282538
7800,626585161.0245848
7900,636253181.0800217
8000,643739633.7473118
8100,651430880.721535
8200,658271706.0814596
8300,665665007.2519042
8400,673155606.9991703
8500,680538540.2594901
8600,688454865.7759202
8700,695519977.2218204
8800,702915953.1322705
8900,709590551.4030205
9000,717721056.2466171
9100,728102250.6780612
9200,736689426.7922412
9300,744202344.4283131
9400,751305704.9553018
9500,758932121.7817566
9600,765676440.6226795
9700,772866900.3948126
9800,781204321.7449213
9900,789500390.5464667
10000,798182218.4212816
10100,806094912.0410336
10200,813419720.0013063
10300,821264091.7869673
10400,828928897.3980912
10500,837406208.5298638
10600,845005694.8040521
10700,852374127.8265277
10800,860426711.7929415
10900,868237857.7339014
11000,876859932.314149
11100,884558139.4297745
11200,892707694.1105754
11300,901029062.2340934
11400,910225405.0720022
11500,917613951.2266551
11600,926608076.105378
11700,934187932.5716422
11800,941801062.495468
11900,950432021.5372568
12000,957898107.357286
12100,965863687.308678
12200,974047013.6296295
12300,983545821.3560477
12400,990970637.3476607
12500,998504345.1311833
12600,1005563483.1380424
12700,1013579613.9470382
12800,1020981192.3021939
12900,1028899987.672875
13000,1035473218.3620538
13100,1042320003.6822206
13200,1049433129.8415627
13300,1057131165.009447
13400,1067721352.6909206
13500,1075669253.2649667
13600,1083282034.4810085
13700,1091390017.631571
13800,1099129730.881954
13900,1107464505.155636
14000,1116207174.8918371
14100,1124341913.4642448
14200,1131603033.665279
14300,1140939034.9802966
14400,1150016428.2280428
14500,1159083611.2012522
14600,1167279730.6700802
14700,1177481073.003595
14800,1186020358.1175344
14900,1193169214.9466305
15000,1201239710.3001356
15100,1209149177.6664104
15200,1216000668.2696095
15300,1224610275.3341851
15400,1231873153.8589168
15500,1240242306.6919162
15600,1250117037.3401709
15700,1257863743.7447057
15800,1265854275.1822274
15900,1272554966.9719667
16000,1280499287.9500012
16100,1289286254.2175772
16200,1297960479.1506023
16300,1306613055.3583162
16400,1314623393.5793731
16500,1323851619.66435
16600,1332560483.2336795
16700,1339928107.4805658
16800,1347391218.932855
16900,1357635746.808497
17000,1367896909.248971
17100,1375488660.4487662
17200,1382130275.2326612
17300,1391308542.8618217
17400,1400139729.4309044
17500,1408498365.676006
17600,1416195014.3587623
17700,1424336231.1999881
17800,1433178721.9736345
17900,1441269676.4919722
18000,1449745521.1180072
18100,1456601048.692791
18200,1464057932.9380763
18300,1472309886.6630888
18400,1479578905.045589
18500,1487782785.332232
18600,1495121484.003893
18700,1502554953.0797987
18800,1510495546.6333895
18900,1520307303.8636389
19000,1529479233.8867416
19100,1537695478.458154
19200,1546329828.4775553
19300,1554196647.4160178
