time,Disclosure Risk
100,0.14285714285714285
200,0.031413612565445025
300,0.03389830508474576
400,0.03389830508474576
500,0.024193548387096774
600,0.024193548387096774
700,0.024193548387096774
800,0.017287234042553192
900,0.016260162601626018
1000,0.016260162601626018
1100,0.016260162601626018
1200,0.016260162601626018
1300,0.016260162601626018
1400,0.016260162601626018
1500,0.010380622837370242
1600,0.010380622837370242
1700,0.010380622837370242
1800,0.009034443817052512
1900,0.008989952406134321
2000,0.008989952406134321
2100,0.008989952406134321
2200,0.008989952406134321
2300,0.008068130883012102
2400,0.008074798130046749
2500,0.008041817450743867
2600,0.008041817450743867
2700,0.008041817450743867
2800,0.007573025604038947
2900,0.007573025604038947
3000,0.007573025604038947
3100,0.0073284477015323115
3200,0.007262393432270287
3300,0.0076034063260340635
3400,0.0076034063260340635
3500,0.0076034063260340635
3600,0.007224228952486802
3700,0.007224228952486802
3800,0.007224228952486802
3900,0.007027589796980739
4000,0.007027589796980739
4100,0.007188894397620228
4200,0.007188894397620228
4300,0.007188894397620228
4400,0.007274380541032053
4500,0.007274380541032053
4600,0.007274380541032053
4700,0.007274380541032053
4800,0.007274380541032053
4900,0.006984387838948234
5000,0.007028112449799197
5100,0.007128712871287129
5200,0.0072138818483135116
5300,0.007413039346131914
5400,0.007483629560336763
5500,0.007483629560336763
5600,0.00757439134355275
5700,0.00757439134355275
5800,0.00757439134355275
5900,0.00757439134355275
6000,0.00757439134355275
6100,0.00757439134355275
6200,0.006975989617131733
6300,0.006975989617131733
6400,0.006973058637083994
6500,0.006973058637083994
6600,0.006973058637083994
6700,0.006973058637083994
6800,0.006947524020694752
6900,0.006947524020694752
7000,0.006891600861450108
7100,0.006891600861450108
7200,0.006891600861450108
7300,0.006891600861450108
7400,0.006891600861450108
7500,0.0065718884120171675
7600,0.0065718884120171675
7700,0.006524008350730689
7800,0.006540138497050526
7900,0.006661542403279528
8000,0.006704617330803289
8100,0.006704617330803289
8200,0.006749294391949933
8300,0.006749294391949933
8400,0.0067226890756302525
8500,0.006743965925224799
8600,0.006743965925224799
8700,0.006712186089572966
8800,0.006723646723646724
8900,0.006775067750677507
9000,0.006850084222346996
9100,0.006991454888469648
9200,0.0070736750462509525
9300,0.0070736750462509525
9400,0.007128417916799659
9500,0.007128417916799659
9600,0.007145108752758222
9700,0.007145108752758222
9800,0.007105344454742045
9900,0.007105344454742045
10000,0.007105344454742045
10100,0.007105344454742045
10200,0.007105344454742045
10300,0.007105344454742045
10400,0.00685063681976071
10500,0.006961663169940874
10600,0.007179293406385793
10700,0.007179293406385793
10800,0.007179293406385793
10900,0.007128969539857421
11000,0.007139588100686499
11100,0.0071792075608869505
11200,0.007189072609633357
11300,0.007189072609633357
11400,0.007189072609633357
11500,0.0070489948655469495
11600,0.0070489948655469495
11700,0.0070489948655469495
11800,0.0070489948655469495
11900,0.006906426345489766
12000,0.006906426345489766
12100,0.006906426345489766
12200,0.006814449917898193
12300,0.006814449917898193
12400,0.006814449917898193
12500,0.006764374295377677
12600,0.006764374295377677
12700,0.00670029954280309
12800,0.006818716200329179
12900,0.006837075596301764
13000,0.006837075596301764
13100,0.006845627259441581
13200,0.006845627259441581
13300,0.006845627259441581
13400,0.006741573033707865
13500,0.006741573033707865
13600,0.006735751295336788
13700,0.0067374588062980596
13800,0.006758720930232558
13900,0.006796818510484454
14000,0.006940966010733453
14100,0.006940966010733453
14200,0.006947398270239614
14300,0.00696251494479218
14400,0.006948304613674263
14500,0.0070598006644518275
14600,0.0070598006644518275
14700,0.0071023697329782145
14800,0.0071023697329782145
14900,0.007191826858448716
15000,0.007191826858448716
15100,0.007186585041256322
15200,0.007186585041256322
15300,0.007161629434954008
15400,0.007161629434954008
15500,0.0071308180993128484
15600,0.0071308180993128484
15700,0.00714149078620162
15800,0.00714149078620162
15900,0.00714149078620162
16000,0.00714149078620162
16100,0.00714149078620162
16200,0.0069761698975182125
16300,0.007035299925944211
16400,0.007108278693547398
16500,0.007108278693547398
16600,0.007108278693547398
16700,0.007038017324350337
16800,0.007053619463207604
16900,0.007122929898498249
17000,0.007122929898498249
17100,0.007122929898498249
17200,0.00707395498392283
17300,0.0070889018012783266
17400,0.0070889018012783266
17500,0.007067746940182727
17600,0.007067746940182727
17700,0.007067746940182727
17800,0.0070299758168831895
17900,0.007041859945229979
18000,0.007055555555555555
18100,0.007055555555555555
18200,0.007042640990371389
18300,0.007042640990371389
18400,0.007020790247088277
18500,0.007020790247088277
18600,0.007020790247088277
18700,0.007020790247088277
18800,0.007020790247088277
18900,0.007020790247088277
19000,0.007020790247088277
19100,0.006810918426153926
19200,0.006810918426153926
19300,0.006854650257049385
19400,0.006854650257049385
19500,0.006854650257049385
19600,0.006854650257049385
19700,0.006751611756941976
19800,0.006751611756941976
19900,0.006766309836396688
20000,0.006766309836396688
20100,0.006766309836396688
20200,0.0067831856216269745
20300,0.006805069283495242
20400,0.006818739269070395
20500,0.006818739269070395
20600,0.006818739269070395
20700,0.006819171059631475
20800,0.006819171059631475
20900,0.006819171059631475
21000,0.006819171059631475
21100,0.006819171059631475
21200,0.006722848215131143
21300,0.006736385905407952
21400,0.006736385905407952
21500,0.00674481347102056
21600,0.00678029071657456
21700,0.00678029071657456
21800,0.00678029071657456
21900,0.00678029071657456
22000,0.00678029071657456
22100,0.006653088934147997
22200,0.006720490731135267
22300,0.006720490731135267
22400,0.006720129026477308
22500,0.006720129026477308
22600,0.006743566992014197
22700,0.006785037670176675
22800,0.006805110418404531
22900,0.006805110418404531
23000,0.006805110418404531
23100,0.006816602987148315
23200,0.0068112255895158855
23300,0.0068112255895158855
23400,0.006854303217238573
23500,0.00685982104814657
