learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes)
1508.0,0.109375,9.054525030983819E-11,1508.0,0.4666666666666667,0.017987193758358666,0.75,0.0,0.4267631103074141,3.0,0.0,1.0,0.015665796344647584,1508.0,3200.0
3016.0,0.15625,1.2935035758548313E-10,3016.0,0.5454963235294118,0.051198119352294236,0.68,0.0,0.5189340813464236,2.125,0.0,1.0,-0.23733333333333334,3016.0,3200.0
4524.0,0.1875,1.5522042910257977E-10,4524.0,0.5049603174603174,0.04511652685444767,0.72,0.0,0.4235065565808645,2.5714285714285716,0.0,1.0,-0.11408970976253323,4524.0,3200.0
6032.0,0.234375,1.9402553637822473E-10,6032.0,0.4362666666666667,0.055590231764773124,0.75,0.0,0.4362666666666667,3.0,0.0,1.0,-6.635700066358511E-4,6032.0,3200.0
7540.0,0.265625,2.1989560789532136E-10,7540.0,0.43859649122807015,0.02908092379753585,0.76,0.0,0.3970893970893971,3.1666666666666665,0.0,1.0,0.02918454935622334,7540.0,3200.0
9048.0,0.296875,2.45765679412418E-10,9048.0,0.4896,0.05940327076030477,0.75,0.0,0.47498493068113323,3.0,0.0,1.0,-0.020297699594046092,9048.0,3200.0
10556.0,0.3125,2.587007151709663E-10,10556.0,0.5075346594333936,0.052986552603164316,0.79,0.0,0.4730344379467186,3.761904761904762,0.0,1.0,0.14542791056283763,10556.0,3200.0
12064.0,0.328125,2.7163575092951464E-10,12064.0,0.47202797202797203,0.04108250130268104,0.78,0.0,0.47082699137493655,3.5454545454545454,0.0,1.0,0.107272115708039,12064.0,3200.0
13572.0,0.359375,2.9750582244661127E-10,13572.0,0.5059523809523809,0.049664826956004715,0.72,0.0,0.4138904573687182,2.5714285714285716,0.0,1.0,-0.13879532514234352,13572.0,3200.0
15080.0,0.390625,3.233758939637079E-10,15080.0,0.4521829521829522,0.03476863113994244,0.74,0.0,0.5375494071146245,2.8461538461538463,0.0,1.0,-0.052281266774020424,15080.0,3200.0
16588.0,0.40625,3.3631092972225623E-10,16588.0,0.5413752913752914,0.05299750701195555,0.78,0.0,0.5094505494505495,3.5454545454545454,0.0,1.0,0.10838993403371638,16588.0,3200.0
18096.0,0.4375,3.6218100123935287E-10,18096.0,0.4976190476190476,0.07935519373869204,0.7,0.0,0.5015592515592515,2.3333333333333335,0.0,1.0,-0.21831238779174186,18096.0,3200.0
19604.0,0.453125,3.751160369979012E-10,19604.0,0.47498493068113323,0.05976252613846117,0.79,0.0,0.4593128390596745,3.761904761904762,0.0,1.0,0.14570657812824253,19604.0,3200.0
21112.0,0.46875,3.880510727564495E-10,21112.0,0.5348232848232848,0.05567265434771368,0.74,0.0,0.5701796988829528,2.8461538461538463,0.0,1.0,-0.05519415609381022,21112.0,3200.0
22620.0,0.484375,4.009861085149978E-10,22620.0,0.5002337540906966,0.06429926228213056,0.69,0.0,0.47685834502103785,2.225806451612903,0.0,1.0,-0.2519550080342797,22620.0,3200.0
24128.0,0.5,4.1392114427354614E-10,24128.0,0.4657534246575342,0.05507991963803399,0.73,0.0,0.5853174603174603,2.7037037037037037,0.0,1.0,-0.09066800602712212,24128.0,3200.0
25636.0,0.515625,4.2685618003209446E-10,25636.0,0.6366943866943867,0.12461742259001235,0.74,0.0,0.7120271033314511,2.8461538461538463,0.0,1.0,-0.04933249370277099,25636.0,3200.0
27144.0,0.546875,4.527262515491911E-10,27144.0,0.5337837837837838,0.07716076493135815,0.74,0.0,0.5038377192982456,2.8461538461538463,0.0,1.0,-0.04740872662511148,27144.0,3200.0
28652.0,0.5625,4.656612873077394E-10,28652.0,0.700109649122807,0.07737914757420256,0.76,0.0,0.6949064449064449,3.1666666666666665,0.0,1.0,0.03107228406368872,28652.0,3200.0
30160.0,0.59375,4.91531358824836E-10,30160.0,0.6696805304400241,0.16396585075720527,0.79,0.0,0.6019813519813519,3.761904761904762,0.0,1.0,0.15619504396482817,30160.0,3200.0
30162.0,0.609375,5.044663945833843E-10,30162.0,0.6771561771561772,0.161788373609982,0.78,0.0,0.6019813519813519,3.5454545454545454,0.0,1.0,0.11607299853470088,30162.0,3200.0
