learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
1508.0,0.21875,2.911029797461298E-10,1508.0,0.36746666666666666,6.758084340956483E-4,0.75,0.0,0.33152501506931886,3.0,0.0,1.0,0.015665796344647584,1508.0,5144.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3016.0,0.296875,5.979867031176885E-10,3016.0,0.39338235294117646,0.036689964175806555,0.63,-0.09467455621301785,0.4329125759700795,2.125,0.0,0.9264705882352942,-0.43066666666666686,3016.0,15184.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
4524.0,0.328125,7.39754695031378E-10,4524.0,0.46875,0.0082808142810325,0.72,0.0,0.4847013113161729,2.5714285714285716,0.0,1.0,-0.11408970976253323,4524.0,17536.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
6032.0,0.375,1.0183753652705086E-9,6032.0,0.4325333333333333,0.03024049460840189,0.75,0.0,0.5306666666666666,3.0,0.0,1.0,-6.635700066358511E-4,6032.0,22976.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
7540.0,0.40625,1.2643997453980975E-9,7540.0,0.38980263157894735,0.011071344912707115,0.76,0.0,0.4028066528066528,3.1666666666666665,0.0,1.0,0.02918454935622334,7540.0,30432.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
9048.0,0.453125,1.645659924381309E-9,9048.0,0.47253333333333336,0.015120474513804327,0.75,0.0,0.4424352019288728,3.0,0.0,1.0,-0.020297699594046092,9048.0,31440.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
10556.0,0.484375,1.906624270810021E-9,10556.0,0.3628691983122363,0.0087789656702294,0.79,0.0,0.3424301494476933,3.761904761904762,0.0,1.0,0.14542791056283763,10556.0,32280.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
12064.0,0.53125,2.4361199595861966E-9,12064.0,0.377039627039627,0.014933734004923482,0.78,0.0,0.4408929477422628,3.5454545454545454,0.0,1.0,0.107272115708039,12064.0,43664.0,13.0,7.0,7.0,6.0,0.0,0.0,1.0
13572.0,0.578125,2.9819137934181425E-9,13572.0,0.47271825396825395,0.016105909464937118,0.72,0.0,0.4364765669113495,2.5714285714285716,0.0,1.0,-0.13879532514234352,13572.0,45008.0,13.0,7.0,7.0,6.0,0.0,0.0,1.0
15080.0,0.625,3.533819431646003E-9,15080.0,0.40384615384615385,0.010036518947122985,0.74,0.0,0.3709768492377188,2.8461538461538463,0.0,1.0,-0.052281266774020424,15080.0,45512.0,13.0,7.0,7.0,6.0,0.0,0.0,1.0
16588.0,0.65625,3.962809892578258E-9,16588.0,0.47435897435897434,0.009725110276702364,0.78,0.0,0.41714285714285715,3.5454545454545454,0.0,1.0,0.10838993403371638,16588.0,53064.0,17.0,9.0,9.0,8.0,0.0,0.0,1.0
18096.0,0.71875,5.011323891166184E-9,18096.0,0.5476190476190477,0.09046319713631723,0.71,0.07051282051282057,0.4397089397089397,2.3333333333333335,0.2563479777846623,0.9857142857142858,-0.17770197486535041,18096.0,64848.0,21.0,11.0,11.0,8.0,0.0,0.0,1.0
19604.0,0.734375,5.304270113507907E-9,19604.0,0.42374924653405666,0.014370494010484847,0.79,0.0,0.38245931283905965,3.761904761904762,0.0,1.0,0.14570657812824253,19604.0,72472.0,23.0,12.0,12.0,8.0,0.0,0.0,1.0
21112.0,0.78125,6.320187821984292E-9,21112.0,0.4132016632016632,0.0123665158327394,0.73,-0.019637462235649904,0.4434191355026712,2.8461538461538463,0.0,0.9864864864864865,-0.09577854671280295,21112.0,83776.0,29.0,15.0,15.0,9.0,0.0,0.0,1.0
