learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes)
1508.0,1.0625,2.7227694065206583E-7,1508.0,0.7765333333333333,0.2654601410393601,0.79,0.2758620689655172,0.7468354430379747,3.0,0.4833218389437829,0.9733333333333334,0.17315926892950412,1508.0,1012304.0
3016.0,1.65625,5.340517964214087E-7,3016.0,0.7936580882352942,0.3357990996856971,0.81,0.5283018867924529,0.8176718092566619,2.125,0.7219000664097164,0.9264705882352942,0.2653333333333334,3016.0,1704224.0
4524.0,2.40625,9.912535703430573E-7,4524.0,0.8333333333333334,0.3077056507002893,0.8,0.42922374429223764,0.8334142787761049,2.5714285714285716,0.6362090102803517,0.9444444444444444,0.2042216358839051,4524.0,2356400.0
6032.0,2.921875,1.3967605385308465E-6,6032.0,0.8032,0.36916965508583915,0.85,0.5312499999999999,0.7893333333333333,3.0,0.6835202996254025,0.9733333333333334,0.3996018579960184,6032.0,3039952.0
7540.0,3.4375,1.8831044629526636E-6,7540.0,0.9259868421052632,0.43264540504295107,0.88,0.6163682864450128,0.8591476091476091,3.1666666666666665,0.7311220648320023,0.9868421052631579,0.5145922746781116,7540.0,3645960.0
9048.0,3.953125,2.4516096649070582E-6,9048.0,0.7930666666666667,0.3623072778180435,0.84,0.5076923076923077,0.8595539481615431,3.0,0.6788225099390857,0.96,0.3470094722598104,9048.0,4261896.0
10556.0,4.375,2.9785493582797547E-6,10556.0,0.921036769138035,0.46733107917467315,0.9,0.6632996632996634,0.7816764132553606,3.761904761904762,0.7767725068681051,0.9746835443037974,0.5930609097918275,10556.0,4828136.0
12064.0,4.9375,3.7721060410452384E-6,12064.0,0.803030303030303,0.3225131964254741,0.83,0.3713017751479285,0.7823439878234398,3.5454545454545454,0.5567973689083938,0.9743589743589743,0.31016481668348445,12064.0,5453280.0
13572.0,5.5,4.657716975392152E-6,13572.0,0.8492063492063492,0.4053198494088788,0.81,0.4774477447744775,0.872953133822699,2.5714285714285716,0.6821127309893709,0.9305555555555556,0.22724602936769575,13572.0,6085872.0
15080.0,6.109375,5.7192807435058055E-6,15080.0,0.7754677754677755,0.28665851494491806,0.77,0.2647058823529414,0.8385093167701864,2.8461538461538463,0.5046560756374133,0.9459459459459459,0.06913580246913588,15080.0,6733856.0
16588.0,6.71875,6.872868010153373E-6,16588.0,0.831002331002331,0.38134251859314483,0.84,0.48320413436692494,0.8707692307692307,3.5454545454545454,0.6840677729207231,0.9358974358974359,0.3515563156608844,16588.0,7317592.0
18096.0,7.421875,8.316132783268889E-6,18096.0,0.8176190476190476,0.29137910745648815,0.75,0.3351063829787236,0.8908523908523909,2.3333333333333335,0.6000000000000001,0.9,-0.015260323159784726,18096.0,7934432.0
19604.0,8.078125,9.766453100989262E-6,19604.0,0.7323688969258589,0.2505097177161106,0.8,0.23722349351639951,0.727546714888487,3.761904761904762,0.47543641320560237,0.9493670886075949,0.18638721726499294,19604.0,8542736.0
21112.0,8.671875,1.1177430731347865E-5,21112.0,0.8731808731808732,0.42508806738151916,0.81,0.4733924611973394,0.8819815444390481,2.8461538461538463,0.6982306119943378,0.9054054054054054,0.22889657823913892,21112.0,9185840.0
22620.0,9.4375,1.3119223424130014E-5,22620.0,0.8770453482935952,0.41406266470399333,0.82,0.5470558631102163,0.8887330528284245,2.225806451612903,0.7338728942841103,0.927536231884058,0.27305838243170844,22620.0,9803680.0
24128.0,10.171875,1.508914545411244E-5,24128.0,0.8061897513952309,0.35713188327876116,0.84,0.528023598820059,0.8313492063492064,2.7037037037037037,0.6843173299107917,0.9726027397260274,0.35367821865059423,24128.0,1.036892E7
25636.0,11.09375,1.7726460193646037E-5,25636.0,0.8357588357588358,0.3708386726993391,0.81,0.4277108433734941,0.84472049689441,2.8461538461538463,0.6326198702284811,0.9459459459459459,0.23318010075566759,25636.0,1.10584E7
27144.0,11.953125,2.030797076359805E-5,27144.0,0.8108108108108109,0.3769716814951265,0.79,0.3852459016393444,0.7872807017543859,2.8461538461538463,0.6235169514723627,0.918918918918919,0.15401602849510243,27144.0,1.161164E7
28652.0,12.71875,2.2736105311196298E-5,28652.0,0.8300438596491229,0.33318996784872584,0.81,0.3606998654104982,0.7993762993762994,3.1666666666666665,0.5658404709778996,0.9605263157894737,0.23293222488375376,28652.0,1.2259112E7
30160.0,13.59375,2.563051462251072E-5,30160.0,0.917420132610006,0.43353903518496023,0.86,0.5627732667083072,0.9236596736596736,3.761904761904762,0.7563275376338237,0.9240506329113924,0.4374633626432186,30160.0,1.2786576E7
30162.0,14.015625,2.7026033397608746E-5,30162.0,0.9201631701631702,0.4515533164727043,0.86,0.578313253012048,0.9236596736596736,3.5454545454545454,0.7664284620319025,0.9230769230769231,0.4375009990675368,30162.0,1.2786576E7
