learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes)
1508.0,0.09375,3.2984341184298197E-11,1508.0,0.4256,7.09785689086806E-4,0.75,0.0,0.3670886075949367,0.3333333333333333,0.0,0.0,0.018229166666666456,1508.0,1360.0
3016.0,0.125,4.397912157906426E-11,3016.0,0.4099264705882353,2.7726761567963E-4,0.68,0.0,0.4212248714352501,0.47058823529411764,0.0,0.0,-0.2357490396927013,3016.0,1360.0
4524.0,0.171875,6.047129217121335E-11,4524.0,0.4166666666666667,2.25737604571577E-4,0.72,0.0,0.4647887323943662,0.3888888888888889,0.0,0.0,-0.11311072056239051,4524.0,1360.0
6032.0,0.203125,7.146607256597942E-11,6032.0,0.36538461538461536,-3.3875497645030617E-4,0.74,0.0,0.392,0.35135135135135137,0.0,0.0,-0.040000000000000036,6032.0,1360.0
7540.0,0.234375,8.246085296074548E-11,7540.0,0.30153508771929827,2.904820588832402E-5,0.76,0.0,0.33835758835758833,0.3157894736842105,0.0,0.0,0.02970509383378001,7540.0,1360.0
9048.0,0.265625,9.345563335551155E-11,9048.0,0.3687182382834557,4.6041482684625046E-5,0.77,0.0,0.3670886075949367,0.2987012987012987,0.0,0.0,0.06090252707581231,9048.0,1360.0
10556.0,0.28125,9.895302355289458E-11,10556.0,0.4002411091018686,8.8788199751208E-5,0.79,0.0,0.3534762833008447,0.26582278481012656,0.0,0.0,0.14575722543352612,10556.0,1360.0
12064.0,0.3125,1.0994780394766064E-10,12064.0,0.38286713286713286,4.005213692882814E-5,0.78,0.0,0.30187721968543885,0.28205128205128205,0.0,0.0,0.107572293207801,12064.0,1360.0
13572.0,0.34375,1.209425843424267E-10,13572.0,0.3794642857142857,2.6492050788071153E-5,0.72,0.0,0.3105590062111801,0.3888888888888889,0.0,0.0,-0.13845416417016193,13572.0,1360.0
15080.0,0.359375,1.2643997453980975E-10,15080.0,0.31444906444906445,1.4851734890602986E-5,0.74,0.0,0.37662337662337664,0.35135135135135137,0.0,0.0,-0.05199892675073782,15080.0,1360.0
16588.0,0.375,1.3193736473719279E-10,16588.0,0.4424352019288728,3.855623480322756E-5,0.79,0.0,0.4378021978021978,0.26582278481012656,0.0,0.0,0.14912554958475818,16588.0,1360.0
18096.0,0.390625,1.3743475493457583E-10,18096.0,0.44779018941233606,7.1006255019615E-5,0.71,0.0,0.4106029106029106,0.4084507042253521,0.0,0.0,-0.17770197486535041,18096.0,1360.0
19604.0,0.40625,1.4293214513195886E-10,19604.0,0.45750452079566006,7.189620887383674E-5,0.79,0.0,0.47,0.26582278481012656,0.0,0.0,0.14588381742738604,19604.0,1360.0
21112.0,0.421875,1.484295353293419E-10,21112.0,0.37645865043125315,1.6494296163155342E-5,0.73,0.0,0.3333333333333333,0.3698630136986301,0.0,0.0,-0.09641084824004621,21112.0,1360.0
22620.0,0.4375,1.5392692552672494E-10,22620.0,0.36619718309859156,2.1750483227306328E-5,0.71,0.0,0.332398316970547,0.4084507042253521,0.0,0.0,-0.17118371719335843,22620.0,1360.0
24128.0,0.453125,1.5942431572410798E-10,24128.0,0.28274428274428276,6.350471839375316E-6,0.74,0.0,0.3071710897797854,0.35135135135135137,0.0,0.0,-0.0513289760348582,24128.0,1360.0
25636.0,0.46875,1.6492170592149102E-10,25636.0,0.48862897985705,3.6053361794310956E-5,0.81,0.0,0.3929983060417843,0.2345679012345679,0.0,0.0,0.23233412135539808,25636.0,1360.0
27144.0,0.484375,1.7041909611887406E-10,27144.0,0.4261333333333333,3.186527181417431E-5,0.75,0.0,0.42598684210526316,0.3333333333333333,0.0,0.0,-0.006974328535391153,27144.0,1360.0
28652.0,0.5,1.759164863162571E-10,28652.0,0.34155701754385964,9.062331218681607E-6,0.76,0.0,0.35395010395010396,0.3157894736842105,0.0,0.0,0.031208791208791307,28652.0,1360.0
30160.0,0.515625,1.8141387651364014E-10,30160.0,0.38637733574442434,3.070810400464252E-5,0.79,0.0,0.3508158508158508,0.26582278481012656,0.0,0.0,0.15630744638337557,30160.0,1360.0
30162.0,0.515625,1.8141387651364014E-10,30162.0,0.3776223776223776,3.0272819812049434E-5,0.78,0.0,0.3508158508158508,0.28205128205128205,0.0,0.0,0.11619072988811935,30162.0,1360.0
