learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
1508.0,0.75,1.319016640384992E-7,1508.0,0.8458666666666667,0.28660760785823186,0.79,0.2758620689655172,0.8251959011452682,0.3333333333333333,0.4833218389437829,0.24,0.17531249999999995,1508.0,679816.0,10.0,0.0,9048.300000000001,15.535657909038449,57970.40000000001,4446.286648429225,21.8,1.8427033281447003,11.4,0.9213516640723501,11.4,0.9213516640723501,6.3999999999999995,0.2211083193570266,0.0,0.0,0.0,0.0,1.0,0.0
3016.0,1.328125,2.8266788124003343E-7,3016.0,0.8262867647058824,0.28326629893872735,0.75,0.34417628541448053,0.8321645628798504,0.47058823529411764,0.5894289359950318,0.375,0.034571062740076965,3016.0,1008056.0,10.0,0.0,18066.2,42.289426049020385,89727.2,5724.142891298225,35.400000000000006,2.4367555843329423,18.200000000000003,1.2183777921664711,18.200000000000003,1.2183777921664711,8.9,0.348010216963685,0.0,0.0,0.0,0.0,1.0,0.0
4524.0,1.875,4.814339465358191E-7,4524.0,0.8308531746031746,0.3085591617738823,0.81,0.43653618030842256,0.8183584264205925,0.3888888888888889,0.6180165405913052,0.39285714285714285,0.24467486818980672,4524.0,1404936.0,10.0,0.0,27097.3,42.43532333642183,128411.99999999999,6207.2579453410835,50.199999999999996,1.8666666666666665,25.599999999999998,0.9333333333333332,25.599999999999998,0.9333333333333332,10.3,0.42295258468165065,0.0,0.0,0.0,0.0,1.0,0.0
6032.0,2.3125,6.810047327437335E-7,6032.0,0.8388773388773388,0.38221268202966036,0.83,0.48795180722891546,0.8010666666666667,0.35135135135135137,0.6654528103685812,0.46153846153846156,0.31999999999999984,6032.0,1763280.0,10.0,0.0,36126.700000000004,41.69973354564498,163283.2,5290.40969806057,61.800000000000004,2.0912516188477492,31.400000000000002,1.0456258094238746,31.400000000000002,1.0456258094238746,11.3,0.3958114029012639,0.0,0.0,0.0,0.0,1.0,0.0
7540.0,2.703125,8.917269749670393E-7,7540.0,0.9418859649122807,0.42765007498134106,0.87,0.6041412911084044,0.8497920997920998,0.3157894736842105,0.7485365839715916,0.5833333333333334,0.47442359249329746,7540.0,2085224.0,10.0,0.0,45175.1,52.60976884360704,194716.0,6116.748155678799,73.0,2.4585451886114362,37.0,1.2292725943057181,37.0,1.2292725943057181,12.200000000000001,0.5120763831912406,0.0,0.0,0.0,0.0,1.0,0.0
9048.0,3.171875,1.1836810800660815E-6,9048.0,0.8130999435347261,0.3871195275318814,0.85,0.5091623036649213,0.8215792646172393,0.2987012987012987,0.6779582060809844,0.4782608695652174,0.3875451263537905,9048.0,2407552.0,10.0,0.0,54199.899999999994,44.38529536281627,225976.0,6599.330228641894,87.8,3.1012542265634684,44.4,1.5506271132817342,44.4,1.5506271132817342,13.1,0.4068851871911234,0.0,0.0,0.0,0.0,1.0,0.0
10556.0,3.71875,1.5958045777450832E-6,10556.0,0.9644364074743822,0.4796305904078487,0.91,0.6781115879828327,0.8356075373619233,0.26582278481012656,0.7559289460184544,0.5714285714285714,0.6338959537572255,10556.0,2913008.0,10.0,0.0,63256.9,49.178687795968436,275077.6,7437.407247152732,106.4,3.5783298400852366,53.7,1.7891649200426183,53.7,1.7891649200426183,13.8,0.29059326290271154,0.0,0.0,0.0,0.0,1.0,0.0
12064.0,4.203125,2.008060400839895E-6,12064.0,0.8671328671328671,0.3652968586029105,0.83,0.39630681818181795,0.8366311516996449,0.28205128205128205,0.5913123959890827,0.36363636363636365,0.3103967720242096,12064.0,3289936.0,10.0,0.0,72361.5,68.32036462301825,311868.80000000005,9376.243091274171,119.8,3.8320287635199772,60.4,1.9160143817599886,60.4,1.9160143817599886,14.100000000000001,0.27688746209726917,0.0,0.0,0.0,0.0,1.0,0.0
13572.0,4.671875,2.449843935513248E-6,13572.0,0.8720238095238095,0.40256144384796927,0.8,0.45652173913043487,0.8848108413325805,0.3888888888888889,0.67700320038633,0.5,0.1868184541641703,13572.0,3643096.0,10.0,0.0,81415.8,73.68835276577546,346379.2,9908.563098877881,131.6,4.382287581211946,66.3,2.191143790605973,66.3,2.191143790605973,14.4,0.26666666666666666,0.0,0.0,0.0,0.0,1.0,0.0
15080.0,5.09375,2.8808667169262964E-6,15080.0,0.7780665280665281,0.29578694922958876,0.79,0.34863523573200983,0.8396386222473179,0.35135135135135137,0.572226203037599,0.34615384615384615,0.15030855916286578,15080.0,3949288.0,10.0,0.0,90496.9,60.810534540579894,376426.4,7902.769769306622,139.8,3.4409301068170497,70.4,1.7204650534085248,70.4,1.7204650534085248,15.1,0.31446603773522014,0.0,0.0,0.0,0.0,1.0,0.0
16588.0,5.59375,3.429368112443222E-6,16588.0,0.7998794454490658,0.3456283642655562,0.83,0.4162087912087911,0.8791208791208791,0.26582278481012656,0.6335981807196195,0.42857142857142855,0.3111968734733754,16588.0,4240432.0,10.0,0.0,99563.9,74.3986932382254,404713.6,5935.290978919606,152.2,2.8158282775923835,76.6,1.4079141387961918,76.6,1.4079141387961918,15.4,0.30550504633038933,0.0,0.0,0.0,0.0,1.0,0.0
18096.0,6.078125,4.0015883213426505E-6,18096.0,0.8372996600291404,0.34650798375025926,0.79,0.4385026737967917,0.8471933471933472,0.4084507042253521,0.6648023146265233,0.4827586206896552,0.14718132854578098,18096.0,4566504.0,10.0,0.0,108600.59999999999,55.10922487811527,436523.19999999995,7466.491159842085,164.00000000000003,3.3895263517029752,82.50000000000001,1.6947631758514876,82.50000000000001,1.6947631758514876,15.600000000000001,0.30550504633038933,0.0,0.0,0.0,0.0,1.0,0.0
19604.0,6.59375,4.649987127373202E-6,19604.0,0.8830620855937311,0.4240022221887601,0.86,0.5286195286195287,0.8775,0.26582278481012656,0.7051861616651154,0.5238095238095238,0.4305892116182572,19604.0,4860832.0,10.0,0.0,117629.6,64.50050818059918,465078.4000000001,8317.82739154615,177.39999999999998,3.4357596604600347,89.19999999999999,1.7178798302300173,89.19999999999999,1.7178798302300173,15.799999999999999,0.24944382578492919,0.0,0.0,0.0,0.0,1.0,0.0
21112.0,7.140625,5.389900276592622E-6,21112.0,0.9066463723997971,0.45793994148547384,0.86,0.6363636363636364,0.8985745614035088,0.3698630136986301,0.8036572920874402,0.7037037037037037,0.431490671282939,21112.0,5229920.0,10.0,0.0,126670.5,81.32025168021364,501002.4,8044.570247757868,189.20000000000002,2.9280255007996976,95.10000000000001,1.4640127503998488,95.10000000000001,1.4640127503998488,16.0,0.2981423969999719,0.0,0.0,0.0,0.0,1.0,0.0
22620.0,7.703125,6.20539659090961E-6,22620.0,0.8712967459932006,0.35984362505337897,0.78,0.405083829096809,0.8859280037400654,0.4084507042253521,0.6406195398611174,0.4482758620689655,0.11151580074986625,22620.0,5604048.0,10.0,0.0,135684.3,93.58003704494553,537444.0000000001,7884.681497125358,203.6,3.3605555096342825,102.3,1.6802777548171413,102.3,1.6802777548171413,16.099999999999998,0.348010216963685,0.0,0.0,0.0,0.0,1.0,0.0
24128.0,8.265625,7.067030625573048E-6,24128.0,0.8336798336798337,0.3225397422282473,0.81,0.4277108433734941,0.821005081874647,0.35135135135135137,0.6326198702284811,0.4230769230769231,0.23172113289760388,24128.0,5921104.0,10.0,0.0,144730.3,86.83253998358082,568418.3999999999,8433.462411660405,214.4,3.1134118476894974,107.7,1.5567059238447487,107.7,1.5567059238447487,16.2,0.32659863237109044,0.0,0.0,0.0,0.0,1.0,0.0
25636.0,8.828125,7.96791874260331E-6,25636.0,0.8609486679662118,0.34999383064826706,0.86,0.4577846630518974,0.8543195934500283,0.2345679012345679,0.6367559105878924,0.42105263157894735,0.4343514578408194,25636.0,6190856.0,10.0,0.0,153775.8,89.0911892388912,594579.2,9009.894270929783,226.8,3.869539162915053,113.9,1.9347695814575265,113.9,1.9347695814575265,16.5,0.3073181485764296,0.0,0.0,0.0,0.0,1.0,0.0
27144.0,9.421875,8.976364139622696E-6,27144.0,0.7946666666666666,0.35081146258553586,0.79,0.36363636363636365,0.799890350877193,0.3333333333333333,0.6066300355241241,0.4,0.15414156403027157,27144.0,6565248.0,10.0,0.0,162789.69999999998,98.36915166859981,630992.8,9748.189900124478,242.0,5.3437398472938,121.5,2.6718699236469,121.5,2.6718699236469,16.9,0.348010216963685,0.0,0.0,0.0,0.0,1.0,0.0
28652.0,10.046875,1.0094638079560048E-5,28652.0,0.8558114035087719,0.3479825362133545,0.82,0.4047619047619044,0.8362785862785863,0.3157894736842105,0.600164451147394,0.375,0.27340659340659323,28652.0,6916248.0,10.0,0.0,171831.6,107.00085150232329,665333.6,12335.512949024682,252.99999999999997,5.932958789676532,126.99999999999999,2.966479394838266,126.99999999999999,2.966479394838266,17.0,0.36514837167011077,0.0,0.0,0.0,0.0,1.0,0.0
30160.0,10.765625,1.1444265805443539E-5,30160.0,0.9053646775165762,0.43255246352429644,0.9,0.675955930006481,0.9207459207459208,0.26582278481012656,0.8008434372400538,0.6666666666666666,0.5982416411349407,30160.0,7258360.0,10.0,0.0,180868.8,98.14771180895255,698824.8,14499.526794424084,263.4,6.584831053261733,132.2,3.2924155266308666,132.2,3.2924155266308666,17.400000000000002,0.30550504633038933,0.0,0.0,0.0,0.0,1.0,0.0
30162.0,11.109375,1.2089754875180204E-5,30162.0,0.9090909090909091,0.44940311476577866,0.9,0.688279301745636,0.9207459207459208,0.28205128205128205,0.8096878445391196,0.6818181818181818,0.5982685135855088,30162.0,7258528.0,10.0,0.0,180880.1,98.62763304470086,698841.6000000001,14503.239536354926,263.4,6.584831053261733,132.2,3.2924155266308666,132.2,3.2924155266308666,17.400000000000002,0.30550504633038933,0.0,0.0,0.0,0.0,1.0,0.0
