learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
1508.0,0.34375,9.710978095730146E-10,1508.0,0.6181333333333333,0.14974241157123191,0.81,0.3214285714285717,0.5334538878842676,3.0,0.4898979485566356,1.0,0.2538541666666667,1508.0,10920.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
3016.0,0.484375,1.7211035204430422E-9,3016.0,0.501699854298203,0.18297533464107002,0.74,0.22665080309339664,0.5002337540906966,2.4482758620689653,0.47726352883831746,0.9436619718309859,-0.00791773778920299,3016.0,20616.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
4524.0,0.578125,2.426580370714267E-9,4524.0,0.621904761904762,0.2226764675774947,0.76,0.2771084337349397,0.5609519184069937,2.3333333333333335,0.47958315233127197,0.9857142857142858,0.04590509666080826,4524.0,29088.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0
6032.0,0.671875,3.2680691219866273E-9,6032.0,0.6876299376299376,0.25804792273868177,0.79,0.284741144414169,0.6706666666666666,2.8461538461538463,0.47712758005666334,0.9864864864864865,0.16000000000000014,6032.0,34696.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0
7540.0,0.734375,3.921288427793317E-9,7540.0,0.7624740124740125,0.2634926936730568,0.82,0.3967828418230559,0.7723492723492723,2.8461538461538463,0.5547001962252291,1.0,0.2722788203753348,7540.0,40400.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0
9048.0,0.828125,5.0860237226718E-9,9048.0,0.6934731934731935,0.2964778477001138,0.85,0.42129629629629617,0.705244122965642,3.5454545454545454,0.5640760748177662,1.0,0.3872686230248306,9048.0,48024.0,15.0,8.0,8.0,5.0,0.0,0.0,1.0
10556.0,0.890625,5.8842447793318165E-9,10556.0,0.8589511754068716,0.37134682443367156,0.87,0.5149253731343282,0.6608187134502924,3.761904761904762,0.6504970974411686,0.9873417721518988,0.4711830443159922,10556.0,49368.0,15.0,8.0,8.0,5.0,0.0,0.0,1.0
12064.0,0.96875,6.987118265695042E-9,12064.0,0.7231934731934732,0.287181856192023,0.83,0.3441358024691356,0.7336377473363774,3.5454545454545454,0.5188745216627708,0.9871794871794872,0.3103967720242096,12064.0,54568.0,17.0,9.0,9.0,5.0,0.0,0.0,1.0
13572.0,1.03125,7.903436198830605E-9,13572.0,0.6924603174603174,0.275739604921364,0.8,0.3827160493827161,0.7724449463579899,2.5714285714285716,0.5629958132298017,0.9861111111111112,0.1868184541641703,13572.0,56672.0,19.0,10.0,10.0,5.0,0.0,0.0,1.0
15080.0,1.09375,9.02555055088467E-9,15080.0,0.7546777546777547,0.2686018683354924,0.76,0.28741092636579596,0.7803500846979108,2.8461538461538463,0.5598299415086365,0.9054054054054054,0.02892406761470362,15080.0,69400.0,23.0,12.0,12.0,6.0,0.0,0.0,1.0
