learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
1508.0,0.296875,3.9506832965546187E-10,1508.0,0.3504,3.1479114685184495E-4,0.75,0.0,0.26883664858348405,3.0,0.0,1.0,0.018229166666666456,1508.0,5144.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3016.0,0.453125,1.0088357763985793E-9,3016.0,0.5177270519669742,0.07376748254569215,0.69,0.0420271940667489,0.5338943431510051,2.4482758620689653,0.3101018961770913,0.9295774647887324,-0.2017480719794345,3016.0,15184.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
4524.0,0.5625,1.5050237480964926E-9,4524.0,0.5119047619047619,0.007641144514136,0.7,0.0,0.4565322972316659,2.3333333333333335,0.0,1.0,-0.1926186291739899,4524.0,17536.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
6032.0,0.625,1.7994251619610523E-9,6032.0,0.5426195426195426,0.005494261832871272,0.74,0.0,0.5482666666666667,2.8461538461538463,0.0,1.0,-0.040000000000000036,6032.0,18208.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
7540.0,0.75,2.7400609623226854E-9,7540.0,0.34303534303534305,0.009822902954216728,0.74,0.0,0.3128898128898129,2.8461538461538463,0.0,1.0,-0.051152815013405066,7540.0,29088.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
9048.0,0.828125,3.3687037001881332E-9,9048.0,0.3822843822843823,0.004658254327967237,0.78,0.0,0.48945147679324896,3.5454545454545454,0.0,1.0,0.10132731376975182,9048.0,31104.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
10556.0,0.90625,4.127666923320956E-9,10556.0,0.37492465340566605,0.009039952096027037,0.79,0.0,0.38791423001949316,3.761904761904762,0.0,1.0,0.14575722543352612,10556.0,37552.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
12064.0,1.015625,5.329881484309832E-9,12064.0,0.5215617715617715,0.014249649173619316,0.78,0.0,0.5058346017250127,3.5454545454545454,0.0,1.0,0.107572293207801,12064.0,42488.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0
13572.0,1.09375,6.232746980256504E-9,13572.0,0.32787698412698413,0.005605105694685919,0.72,0.0,0.3591191417278374,2.5714285714285716,0.0,1.0,-0.13845416417016193,13572.0,44672.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0
15080.0,1.15625,7.04299762017197E-9,15080.0,0.4017671517671518,0.0018945069111475088,0.74,0.0,0.44042913608131,2.8461538461538463,0.0,1.0,-0.05199892675073782,15080.0,50112.0,15.0,8.0,8.0,5.0,0.0,0.0,1.0
16588.0,1.203125,7.671058281428283E-9,16588.0,0.6208559373116335,0.010508458889508188,0.79,0.0,0.35824175824175825,3.761904761904762,0.0,1.0,0.14912554958475818,16588.0,51792.0,15.0,8.0,8.0,5.0,0.0,0.0,1.0
18096.0,1.28125,8.831169301023084E-9,18096.0,0.47984458474987857,0.004360174131696315,0.71,0.0,0.3212058212058212,2.4482758620689653,0.0,1.0,-0.17770197486535041,18096.0,57400.0,17.0,9.0,9.0,6.0,0.0,0.0,1.0
19604.0,1.328125,9.547608594099679E-9,19604.0,0.4562937062937063,0.004237977836021756,0.78,0.0,0.44544906570223025,3.5454545454545454,0.0,1.0,0.1053972204936736,19604.0,59080.0,17.0,9.0,9.0,6.0,0.0,0.0,1.0
21112.0,1.40625,1.0937801562249659E-8,21112.0,0.36382536382536385,0.013981908421538625,0.73,-0.019637462235649904,0.38659543467702767,2.8461538461538463,0.0,0.9864864864864865,-0.09556794157216997,21112.0,68784.0,21.0,11.0,11.0,6.0,0.0,0.0,1.0
22620.0,1.453125,1.1794327292591332E-8,22620.0,0.5148130160271976,0.01663837819882319,0.71,0.0,0.5544647031323048,2.4482758620689653,0.0,1.0,-0.1713928571428571,22620.0,70632.0,21.0,11.0,11.0,6.0,0.0,0.0,1.0
24128.0,1.515625,1.2968957889825104E-8,24128.0,0.48200093501636276,0.019470260395628936,0.69,0.0,0.4503968253968254,2.225806451612903,0.0,1.0,-0.25203883495145646,24128.0,72648.0,21.0,11.0,11.0,6.0,0.0,0.0,1.0
25636.0,1.5625,1.389960137506326E-8,25636.0,0.48561507936507936,0.010938750551366672,0.72,0.0,0.409373235460192,2.5714285714285716,0.0,1.0,-0.1296946805162105,25636.0,76744.0,23.0,12.0,12.0,7.0,0.0,0.0,1.0
27144.0,1.625,1.5292316675186156E-8,27144.0,0.5553728070175439,0.026968083107439256,0.74,-0.03833865814696508,0.40734649122807015,3.1666666666666665,0.0,0.9736842105263158,-0.04725330167680684,27144.0,86136.0,27.0,14.0,14.0,8.0,0.0,0.0,1.0
28652.0,1.703125,1.7266688195781572E-8,28652.0,0.3930921052631579,0.007363907634591438,0.76,0.0,0.420997920997921,3.1666666666666665,0.0,1.0,0.031208791208791307,28652.0,97688.0,31.0,16.0,16.0,8.0,0.0,0.0,1.0
30160.0,1.75,1.8482743245032095E-8,30160.0,0.5533453887884268,0.010782087750228264,0.79,0.0,0.48543123543123545,3.761904761904762,0.0,1.0,0.15630744638337557,30160.0,100280.0,31.0,16.0,16.0,8.0,0.0,0.0,1.0
30162.0,1.75,1.8482743245032095E-8,30162.0,0.5361305361305362,0.010452049855148249,0.78,0.0,0.48543123543123545,3.5454545454545454,0.0,1.0,0.11619072988811935,30162.0,100280.0,31.0,16.0,16.0,8.0,0.0,0.0,1.0
