learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
1508.0,0.984375,1.0160874808207156E-7,1508.0,0.584,0.030884829759718457,0.75,0.0,0.5213984327908379,3.0,0.0,1.0,0.018229166666666456,1508.0,399000.0,10.0,0.0,9048.300000000001,15.535657909038449,30636.8,1656.3611844441816,10.8,0.6289320754704402,5.9,0.3144660377352201,5.9,0.3144660377352201,4.1,0.31446603773522014,0.0,0.0,0.0,0.0,1.0,0.0
3016.0,1.703125,2.4190951888966896E-7,3016.0,0.5439533754249636,0.030206232898254803,0.71,0.0,0.5376344086021505,2.4482758620689653,0.0,1.0,-0.12421593830334189,3016.0,754544.0,10.0,0.0,18066.2,42.289426049020385,65156.0,2078.576350400544,23.599999999999998,1.1175369742826804,12.299999999999999,0.5587684871413402,12.299999999999999,0.5587684871413402,6.3,0.2603416558635551,0.0,0.0,0.0,0.0,1.0,0.0
4524.0,2.25,3.966049472283986E-7,4524.0,0.5066666666666667,0.027154632774506915,0.7,0.0,0.5551238465274405,2.3333333333333335,0.0,1.0,-0.1926186291739899,4524.0,1093432.0,10.0,0.0,27097.3,42.43532333642183,98194.4,2670.7829696759545,36.2,1.2,18.6,0.6,18.6,0.6,7.3,0.2603416558635551,0.0,0.0,0.0,0.0,1.0,0.0
6032.0,2.875,6.306023311076893E-7,6032.0,0.5535343035343036,0.022284397351073515,0.74,0.0,0.5850666666666666,2.8461538461538463,0.0,1.0,-0.040000000000000036,6032.0,1447216.0,10.0,0.0,36126.700000000004,41.69973354564498,132534.40000000002,3751.854969952271,49.0,1.366260102127946,25.0,0.683130051063973,25.0,0.683130051063973,8.4,0.30550504633038933,0.0,0.0,0.0,0.0,1.0,0.0
7540.0,3.5625,9.588376593051686E-7,7540.0,0.4287941787941788,0.01659978755820185,0.74,0.0,0.41424116424116425,2.8461538461538463,0.0,1.0,-0.051152815013405066,7540.0,1845504.0,10.0,0.0,45175.1,52.60976884360704,171352.80000000002,4498.917906440268,64.0,2.0275875100994067,32.5,1.0137937550497034,32.5,1.0137937550497034,9.299999999999999,0.2603416558635552,0.0,0.0,0.0,0.0,1.0,0.0
9048.0,4.125,1.2719634428827299E-6,9048.0,0.4865967365967366,0.017635512511020857,0.78,0.0,0.5340566606389391,3.5454545454545454,0.0,1.0,0.10132731376975182,9048.0,2151784.0,10.0,0.0,54199.899999999994,44.38529536281627,201333.6,4487.918248413672,73.39999999999999,2.2469732728470286,37.199999999999996,1.1234866364235143,37.199999999999996,1.1234866364235143,9.5,0.26874192494328497,0.0,0.0,0.0,0.0,1.0,0.0
10556.0,4.8125,1.7157430475991633E-6,10556.0,0.40325497287522605,0.01551429486123479,0.79,0.0,0.4710851202079272,3.761904761904762,0.0,1.0,0.14575722543352612,10556.0,2495152.0,10.0,0.0,63256.9,49.178687795968436,234568.00000000003,5846.076959998235,87.39999999999999,2.4908722256359206,44.199999999999996,1.2454361128179603,44.199999999999996,1.2454361128179603,10.2,0.29059326290271154,0.0,0.0,0.0,0.0,1.0,0.0
12064.0,5.515625,2.2470756731409994E-6,12064.0,0.5611888111888111,0.026923498987897698,0.78,0.0,0.5190258751902588,3.5454545454545454,0.0,1.0,0.107572293207801,12064.0,2921032.0,10.0,0.0,72361.5,68.32036462301825,276060.8,6265.834180165747,103.6,2.404625172916191,52.3,1.2023125864580955,52.3,1.2023125864580955,10.9,0.348010216963685,0.0,0.0,0.0,0.0,1.0,0.0
13572.0,6.171875,2.7971652323483594E-6,13572.0,0.3725198412698413,0.016419865747585582,0.72,0.0,0.4155844155844156,2.5714285714285716,0.0,1.0,-0.13845416417016193,13572.0,3240160.0,10.0,0.0,81415.8,73.68835276577546,307168.80000000005,5882.046440558669,115.6,2.997035572398536,58.3,1.498517786199268,58.3,1.498517786199268,11.6,0.30550504633038933,0.0,0.0,0.0,0.0,1.0,0.0
15080.0,6.84375,3.434281744476822E-6,15080.0,0.4303534303534304,0.021721187417642618,0.74,0.0,0.5098814229249012,2.8461538461538463,0.0,1.0,-0.05199892675073782,15080.0,3665496.0,10.0,0.0,90496.9,60.810534540579894,348638.39999999997,8145.330849565837,131.2,3.4826554364290603,66.1,1.7413277182145301,66.1,1.7413277182145301,11.9,0.2333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
