learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes)
1508.0,0.125,1.034802860683865E-10,1508.0,0.832,0.3152444670940198,0.8,0.3442622950819675,0.8131404460518384,3.0,0.5542562584220407,0.96,0.21458333333333335,1508.0,3200.0
3016.0,0.15625,1.2935035758548313E-10,3016.0,0.8092830882352942,0.27224797028370495,0.72,0.2440604751619871,0.8186068256194483,2.125,0.5104604322973294,0.9264705882352942,-0.0812804097311139,3016.0,3200.0
4524.0,0.203125,1.681554648611281E-10,4524.0,0.7703373015873016,0.2732185539062079,0.75,0.2586002372479242,0.7717338513841671,2.5714285714285716,0.5156287578025647,0.9305555555555556,0.006151142355008569,4524.0,3200.0
6032.0,0.234375,1.9402553637822473E-10,6032.0,0.8256,0.31896925705255874,0.79,0.3225806451612903,0.8048,3.0,0.5503937984146745,0.9466666666666667,0.15944260119442602,6032.0,3200.0
7540.0,0.265625,2.1989560789532136E-10,7540.0,0.9216008771929824,0.3888457730246426,0.83,0.42799461641991915,0.8471933471933472,3.1666666666666665,0.6042611843792123,0.9736842105263158,0.3127077747989273,7540.0,3200.0
9048.0,0.296875,2.45765679412418E-10,9048.0,0.7910784867306606,0.353340261943037,0.79,0.3362831858407081,0.8511151295961422,3.347826086956522,0.5964320793656581,0.9090909090909091,0.14256317689530698,9048.0,3200.0
10556.0,0.328125,2.7163575092951464E-10,10556.0,0.8830620855937311,0.4061489682906733,0.81,0.372523117569353,0.7979207277452891,3.761904761904762,0.6249773956129331,0.9113924050632911,0.22711368015414277,10556.0,3200.0
12064.0,0.359375,2.9750582244661127E-10,12064.0,0.8315850815850816,0.2765438123297479,0.81,0.29733727810650873,0.8381532217148655,3.5454545454545454,0.5120915564991891,0.9615384615384616,0.22926698049764643,12064.0,3200.0
13572.0,0.375,3.104408582051596E-10,13572.0,0.7538377192982456,0.290212642937198,0.81,0.3375174337517437,0.8239889705882353,3.1666666666666665,0.5329082735989145,0.9736842105263158,0.22817120622568104,13572.0,3200.0
15080.0,0.390625,3.233758939637079E-10,15080.0,0.747920997920998,0.1941000560522398,0.74,0.15584415584415565,0.7769621682665161,2.8461538461538463,0.42345475474238015,0.9324324324324325,-0.05199892675073782,15080.0,3200.0
16588.0,0.421875,3.4924596548080455E-10,16588.0,0.8877338877338877,0.5957785703068654,0.88,0.6535796766743649,0.8467782851344495,2.8461538461538463,0.7737910562629933,0.972972972972973,0.5122371967654986,16588.0,3200.0
18096.0,0.4375,3.6218100123935287E-10,18096.0,0.8207867897037396,0.22182267864065597,0.75,0.22744128553770085,0.8788981288981289,2.4482758620689653,0.4484066010269973,0.971830985915493,-0.015260323159784726,18096.0,3200.0
19604.0,0.46875,3.880510727564495E-10,19604.0,0.8728298611111112,0.17089733735388002,0.67,0.1306638566912539,0.879021879021879,1.7777777777777777,0.366808684617896,0.96875,-0.3380186142709407,19604.0,3200.0
21112.0,0.484375,4.009861085149978E-10,21112.0,0.8518711018711018,0.2713863202652489,0.77,0.2647058823529414,0.8523555123846528,2.8461538461538463,0.5046560756374133,0.9459459459459459,0.06673842014222571,21112.0,3200.0
22620.0,0.515625,4.2685618003209446E-10,22620.0,0.9071580439404677,0.34923097015237436,0.84,0.340478153338829,0.8834688346883469,4.882352941176471,0.5759163652959808,0.9397590361445783,0.35128159168309736,22620.0,3200.0
24128.0,0.53125,4.397912157906428E-10,24128.0,0.7747336377473364,0.2538438608299949,0.79,0.31551499348109546,0.779265873015873,2.7037037037037037,0.5056755506815389,0.9863013698630136,0.15184466019417492,24128.0,3200.0
25636.0,0.546875,4.527262515491911E-10,25636.0,0.8466735966735967,0.450237337665956,0.83,0.48795180722891546,0.7758328627893846,2.8461538461538463,0.6654528103685812,0.9594594594594594,0.3124909291686386,25636.0,3200.0
27144.0,0.5625,4.656612873077394E-10,27144.0,0.7813333333333333,0.30881727721495783,0.8,0.3442622950819675,0.7637061403508771,3.0,0.5542562584220407,0.96,0.19442053717168725,27144.0,3200.0
28652.0,0.59375,4.91531358824836E-10,28652.0,0.7927631578947368,0.23210007479015637,0.72,0.1336633663366337,0.7858627858627859,3.1666666666666665,0.46594555814804667,0.868421052631579,-0.1302564102564103,28652.0,3200.0
30160.0,0.609375,5.044663945833843E-10,30160.0,0.8848704038577456,0.255309438280087,0.83,0.30555555555555547,0.8892773892773893,3.761904761904762,0.4848519096815858,0.9873417721518988,0.317010789929399,30160.0,3200.0
30162.0,0.609375,5.044663945833843E-10,30162.0,0.8898601398601399,0.28813108902115625,0.83,0.3441358024691356,0.8892773892773893,3.5454545454545454,0.5188745216627708,0.9871794871794872,0.3170564730953647,30162.0,3200.0
