learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
1508.0,0.609375,9.974814020097256E-8,1508.0,0.8053333333333333,0.29636575571958007,0.82,0.40983606557377045,0.7908378541289933,3.0,0.5919459434779497,0.9733333333333334,0.29312499999999964,1508.0,632736.0,10.0,0.0,9048.300000000001,15.535657909038449,53302.40000000001,2251.4070820020283,21.4,1.14697670227235,11.2,0.573488351136175,11.2,0.573488351136175,5.7,0.3,0.0,0.0,0.0,0.0,1.0,0.0
3016.0,1.171875,2.5327433831989767E-7,3016.0,0.8184742647058824,0.31272145109066996,0.74,0.33673469387755084,0.8265544647031323,2.125,0.6036805008105062,0.8970588235294118,-0.004046094750319993,3016.0,1055024.0,10.0,0.0,18066.2,42.289426049020385,94415.2,3712.437991401337,35.199999999999996,1.4437605218471805,18.099999999999998,0.7218802609235903,18.099999999999998,0.7218802609235903,7.9,0.348010216963685,0.0,0.0,0.0,0.0,1.0,0.0
4524.0,1.640625,4.3112396573026977E-7,4524.0,0.8581349206349206,0.3412294314208115,0.8,0.4145199063231852,0.8402136959689169,2.5714285714285716,0.613586257373888,0.9583333333333334,0.20492091388400704,4524.0,1466608.0,10.0,0.0,27097.3,42.43532333642183,134445.6,4265.009519853907,51.99999999999999,1.9379255804998174,26.499999999999996,0.9689627902499087,26.499999999999996,0.9689627902499087,9.6,0.4760952285695233,0.0,0.0,0.0,0.0,1.0,0.0
6032.0,1.96875,5.863950354978442E-7,6032.0,0.7994666666666667,0.323844541177826,0.8,0.36507936507936534,0.7989333333333334,3.0,0.583780780773057,0.9466666666666667,0.19946914399469148,6032.0,1829168.0,10.0,0.0,36126.700000000004,41.69973354564498,169660.79999999996,6425.729857032238,65.0,2.633122354417533,33.0,1.3165611772087664,33.0,1.3165611772087664,10.299999999999999,0.5587684871413404,0.0,0.0,0.0,0.0,1.0,0.0
7540.0,2.296875,7.749312984136244E-7,7540.0,0.9342105263157895,0.43406283125979106,0.89,0.6650426309378807,0.8425155925155925,3.1666666666666665,0.7800978346200862,0.9736842105263158,0.5552815013404825,7540.0,2221048.0,10.0,0.0,45175.1,52.60976884360704,207919.2,5402.491007345079,78.6,2.5263060428661888,39.8,1.2631530214330944,39.8,1.2631530214330944,11.3,0.49553562491061676,0.0,0.0,0.0,0.0,1.0,0.0
9048.0,2.65625,1.0087805437958904E-6,9048.0,0.8147939017504235,0.37714104480217786,0.86,0.54983922829582,0.8450874020494273,3.347826086956522,0.7081042521030463,0.961038961038961,0.4283754512635378,9048.0,2515304.0,10.0,0.0,54199.899999999994,44.38529536281627,236552.80000000005,5475.961976980237,90.6,2.8252826800556115,45.8,1.4126413400278057,45.8,1.4126413400278057,11.7,0.44845413490245695,0.0,0.0,0.0,0.0,1.0,0.0
10556.0,3.046875,1.3000581465247605E-6,10556.0,0.9373116335141651,0.4890148256494192,0.91,0.7027741083223251,0.8070175438596491,3.761904761904762,0.8060949258839587,0.9746835443037974,0.6338959537572255,10556.0,2882368.0,10.0,0.0,63256.9,49.178687795968436,272240.0,8275.353543303552,103.0,3.464101615137754,52.0,1.732050807568877,52.0,1.732050807568877,12.0,0.5374838498865698,0.0,0.0,0.0,0.0,1.0,0.0
12064.0,3.4375,1.624880339174221E-6,12064.0,0.8513986013986014,0.3608825456938796,0.84,0.44289693593314755,0.8609842719431761,3.5454545454545454,0.6271815075053181,0.9615384615384616,0.35096166778749144,12064.0,3214312.0,10.0,0.0,72361.5,68.32036462301825,304518.39999999997,8781.047858503754,116.80000000000001,3.6325687268867397,58.900000000000006,1.8162843634433699,58.900000000000006,1.8162843634433699,12.8,0.5120763831912405,0.0,0.0,0.0,0.0,1.0,0.0
13572.0,3.828125,1.989813269271205E-6,13572.0,0.7916666666666666,0.28735766623749337,0.82,0.42455242966751916,0.8285845588235294,3.1666666666666665,0.6282808624375432,0.9473684210526315,0.26879377431906587,13572.0,3611232.0,10.0,0.0,81415.8,73.68835276577546,343228.0,8782.96761793972,131.2,3.823320255717245,66.1,1.9116601278586225,66.1,1.9116601278586225,13.299999999999999,0.49553562491061687,0.0,0.0,0.0,0.0,1.0,0.0
15080.0,4.203125,2.3724642232991755E-6,15080.0,0.803014553014553,0.31114768741142035,0.79,0.32864450127877265,0.8543195934500283,2.8461538461538463,0.5433399444346929,0.9594594594594594,0.15030855916286578,15080.0,3944336.0,10.0,0.0,90496.9,60.810534540579894,375764.80000000005,8734.631736560696,142.6,3.499841266241783,71.8,1.7499206331208914,71.8,1.7499206331208914,13.6,0.3711842908553347,0.0,0.0,0.0,0.0,1.0,0.0
16588.0,4.578125,2.7857137805161377E-6,16588.0,0.8955301455301455,0.4868986981192974,0.89,0.6867881548974943,0.8604769152714358,2.8461538461538463,0.7976055642826448,0.972972972972973,0.5528840970350405,16588.0,4259744.0,10.0,0.0,99563.9,74.3986932382254,406656.80000000005,8907.524465678813,152.0,3.738686638082654,76.5,1.869343319041327,76.5,1.869343319041327,13.7,0.33499585403736304,0.0,0.0,0.0,0.0,1.0,0.0
18096.0,4.984375,3.2658287414556577E-6,18096.0,0.8319572608062166,0.3070625993098824,0.78,0.405083829096809,0.8892931392931392,2.4482758620689653,0.6406195398611174,0.9154929577464789,0.10657091561938956,18096.0,4568296.0,10.0,0.0,108600.59999999999,55.10922487811527,436861.60000000003,9898.251144295924,161.4,4.616877251514875,81.2,2.3084386257574376,81.2,2.3084386257574376,13.8,0.38873012632302,0.0,0.0,0.0,0.0,1.0,0.0
19604.0,5.40625,3.7930984722657334E-6,19604.0,0.8736979166666666,0.3451722656804512,0.81,0.5463228271251195,0.8833118833118833,1.7777777777777777,0.7150417625721047,0.96875,0.22962564632885243,19604.0,4831160.0,10.0,0.0,117629.6,64.50050818059918,462518.4,10793.690258870894,170.79999999999998,5.573349282273832,85.89999999999999,2.786674641136916,85.89999999999999,2.786674641136916,14.299999999999999,0.47258156262526085,0.0,0.0,0.0,0.0,1.0,0.0
21112.0,5.84375,4.37550815857119E-6,21112.0,0.867983367983368,0.3941811594512344,0.78,0.39824945295404807,0.879553181155901,2.8461538461538463,0.6627135046075259,0.8783783783783784,0.10731501057082464,21112.0,5145800.0,10.0,0.0,126670.5,81.32025168021364,492895.19999999995,12063.521148763608,184.6,5.893876294746759,92.8,2.9469381473733796,92.8,2.9469381473733796,14.6,0.39999999999999997,0.0,0.0,0.0,0.0,1.0,0.0
22620.0,6.296875,5.032232244654248E-6,22620.0,0.9135364989369241,0.3746176377988319,0.87,0.47833065810593917,0.9017615176151762,4.882352941176471,0.6692602514684448,0.9518072289156626,0.47291629324251666,22620.0,5602312.0,10.0,0.0,135684.3,93.58003704494553,537306.4000000001,14391.548633524842,203.0,6.525164961729149,102.0,3.2625824808645745,102.0,3.2625824808645745,15.2,0.3590109871423003,0.0,0.0,0.0,0.0,1.0,0.0
24128.0,6.78125,5.7824752487552655E-6,24128.0,0.7955352612886859,0.3352854340773369,0.82,0.4690265486725664,0.810515873015873,2.7037037037037037,0.6528243287912883,0.958904109589041,0.2730097087378639,24128.0,5987184.0,10.0,0.0,144730.3,86.83253998358082,574879.2,13914.56606326223,216.4,5.992958831458426,108.7,2.996479415729213,108.7,2.996479415729213,15.299999999999999,0.3666666666666667,0.0,0.0,0.0,0.0,1.0,0.0
