learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
1508.0,0.671875,7.383363683604532E-8,1508.0,0.4341333333333333,0.024567211347286996,0.75,0.0,0.4388185654008439,0.3333333333333333,0.0,0.0,0.018229166666666456,1508.0,424784.0,10.0,0.0,9048.300000000001,15.535657909038449,33145.6,3234.6217749014595,11.799999999999999,1.2364824660660936,6.3999999999999995,0.6182412330330468,6.3999999999999995,0.6182412330330468,4.1,0.27688746209726917,0.0,0.0,0.0,0.0,1.0,0.0
3016.0,1.21875,1.78096492567824E-7,3016.0,0.44347426470588236,0.0250081905971669,0.68,0.0,0.47031323048153345,0.47058823529411764,0.0,0.0,-0.2357490396927013,3016.0,736960.0,10.0,0.0,18066.2,42.289426049020385,63411.2,6448.23624601677,25.4,1.654623152798781,13.2,0.8273115763993905,13.2,0.8273115763993905,5.4,0.49888765156985887,0.0,0.0,0.0,0.0,1.0,0.0
4524.0,1.703125,3.086786212710043E-7,4524.0,0.30145530145530147,0.005807830247701484,0.74,0.0,0.3132588635259835,0.35135135135135137,0.0,0.0,-0.03360281195079112,4524.0,1042088.0,10.0,0.0,27097.3,42.43532333642183,93215.2,6235.631912734355,35.8,1.6653327995729061,18.4,0.8326663997864531,18.4,0.8326663997864531,6.3999999999999995,0.33993463423951903,0.0,0.0,0.0,0.0,1.0,0.0
6032.0,2.15625,4.697450074470706E-7,6032.0,0.4527027027027027,0.01827228292159154,0.74,0.0,0.4368,0.35135135135135137,0.0,0.0,-0.040000000000000036,6032.0,1374008.0,10.0,0.0,36126.700000000004,41.69973354564498,125417.6,7139.149658670063,48.0,1.8439088914585775,24.5,0.9219544457292888,24.5,0.9219544457292888,7.199999999999999,0.3590109871423003,0.0,0.0,0.0,0.0,1.0,0.0
7540.0,2.5625,6.521852790481514E-7,7540.0,0.5279605263157895,0.029555755782832815,0.76,0.0,0.5181912681912682,0.3157894736842105,0.0,0.0,0.02970509383378001,7540.0,1735920.0,10.0,0.0,45175.1,52.60976884360704,160675.2,6944.288903360323,61.8,1.7938165396098285,31.4,0.8969082698049142,31.4,0.8969082698049142,8.4,0.3711842908553347,0.0,0.0,0.0,0.0,1.0,0.0
9048.0,2.90625,8.336653182696965E-7,9048.0,0.4827780914737436,0.020417051930459673,0.77,0.0,0.4629294755877034,0.2987012987012987,0.0,0.0,0.06090252707581231,9048.0,2040744.0,10.0,0.0,54199.899999999994,44.38529536281627,190429.6,8021.48315906174,72.60000000000001,2.1457969252574784,36.800000000000004,1.0728984626287392,36.800000000000004,1.0728984626287392,9.0,0.3944053188733078,0.0,0.0,0.0,0.0,1.0,0.0
10556.0,3.28125,1.0608917283308175E-6,10556.0,0.5155826558265583,0.02804725064364734,0.82,0.0,0.4249512670565302,0.21951219512195122,0.0,0.0,0.26779190751445064,10556.0,2342232.0,10.0,0.0,63256.9,49.178687795968436,219673.6,6560.237264001967,84.0,2.463060426921488,42.5,1.231530213460744,42.5,1.231530213460744,9.5,0.40138648595974313,0.0,0.0,0.0,0.0,1.0,0.0
12064.0,3.671875,1.3392569316137168E-6,12064.0,0.486013986013986,0.021927038502792193,0.78,0.0,0.4748858447488584,0.28205128205128205,0.0,0.0,0.107572293207801,12064.0,2754592.0,10.0,0.0,72361.5,68.32036462301825,259908.8,7706.977451634331,98.6,3.194439613522917,49.8,1.5972198067614585,49.8,1.5972198067614585,9.9,0.40688518719112343,0.0,0.0,0.0,0.0,1.0,0.0
13572.0,4.078125,1.6322047708349095E-6,13572.0,0.4791666666666667,0.0248583362171029,0.72,0.0,0.4872953133822699,0.3888888888888889,0.0,0.0,-0.13845416417016193,13572.0,2787400.0,10.0,1.0,73691.1,7714.9119336084,263184.0,28631.87417935162,99.2,10.996767201722916,50.1,5.498383600861458,50.1,5.498383600861458,9.399999999999999,0.8717797887081348,0.0,0.0,0.0,0.0,1.0,0.0
15080.0,4.421875,1.9084312306303117E-6,15080.0,0.5327442827442828,0.027693772872942723,0.74,0.0,0.5957086391869001,0.35135135135135137,0.0,0.0,-0.05199892675073782,15080.0,3106168.0,10.0,1.0,82772.20000000001,7717.035554609756,294273.6,28989.896558475524,110.59999999999998,11.2538388512049,55.79999999999999,5.62691942560245,55.79999999999999,5.62691942560245,10.0,0.7302967433402214,0.0,0.0,0.0,0.0,1.0,0.0
