learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes)
1508.0,0.0625,2.806902759604984E-11,1508.0,0.52,0.17920000000000003,0.64,0.040000000000000036,0.5114526823387583,0.3333333333333333,0.46130250378683185,0.28,-0.41375000000000023,1508.0,1736.0
3016.0,0.109375,4.912079829308722E-11,3016.0,0.3795955882352941,0.06318933823529413,0.46,-0.24080882352941194,0.415614773258532,0.47058823529411764,0.30693575683443824,0.15625,-1.0853265044814338,3016.0,1736.0
4524.0,0.15625,7.01725689901246E-11,4524.0,0.4475051975051975,0.10654885654885654,0.57,-0.10369609856262861,0.44147644487615345,0.35135135135135137,0.36760731104690386,0.19230769230769232,-0.7094200351493855,4524.0,1736.0
6032.0,0.1875,8.420708278814952E-11,6032.0,0.5197505197505198,0.17645530145530147,0.64,0.04051172707889124,0.5466666666666666,0.35135135135135137,0.45539044498150966,0.2692307692307692,-0.43999999999999995,6032.0,1736.0
7540.0,0.265625,1.1929336728321182E-10,7540.0,0.5263157894736842,0.17598684210526316,0.67,0.0549828178694158,0.487006237006237,0.3157894736842105,0.4479485402776106,0.25,-0.3341554959785524,7540.0,1736.0
9048.0,0.296875,1.3332788108123674E-10,9048.0,0.48531902879728966,0.13692828910220212,0.63,-0.028921023359288315,0.48764315852923446,0.2987012987012987,0.40465947929595913,0.21739130434782608,-0.5107220216606498,9048.0,1736.0
10556.0,0.328125,1.4736239487926166E-10,10556.0,0.4640921409214092,0.08062330623306233,0.69,-0.07340720221606604,0.4476933073424301,0.21951219512195122,0.30130699935294997,0.1111111111111111,-0.26102504816955713,10556.0,1736.0
12064.0,0.359375,1.6139690867728657E-10,12064.0,0.4527972027972028,0.08916083916083915,0.63,-0.09597156398104296,0.46930492135971585,0.28205128205128205,0.32387513781564786,0.13636363636363635,-0.5009011432414258,12064.0,1736.0
13572.0,0.375,1.6841416557629904E-10,13572.0,0.4444444444444444,0.11458333333333333,0.53,-0.10536218250235171,0.435347261434218,0.3888888888888889,0.39965262694272663,0.25,-0.9109766327142,13572.0,1736.0
15080.0,0.40625,1.8244867937432396E-10,15080.0,0.49376299376299376,0.14656964656964658,0.62,-0.01279317697228152,0.5028232636928289,0.35135135135135137,0.41789493253229887,0.23076923076923078,-0.537536892943386,15080.0,1736.0
16588.0,0.4375,1.9648319317234888E-10,16588.0,0.5352622061482821,0.19349005424954793,0.68,0.06814210832847985,0.4725274725274725,0.26582278481012656,0.4735308487710107,0.2857142857142857,-0.2965705911089399,16588.0,1736.0
18096.0,0.453125,2.0350045007136135E-10,18096.0,0.4714285714285714,0.1392857142857143,0.54,-0.055045871559632815,0.5446985446985447,0.42857142857142855,0.43915503282683993,0.3,-0.8676598608929771,18096.0,1736.0
19604.0,0.484375,2.1753496386938626E-10,19604.0,0.3945221445221445,0.02797202797202797,0.59,-0.21445497630331797,0.4035563592525618,0.28205128205128205,0.18384649520601093,0.045454545454545456,-0.6672142708981541,19604.0,1736.0
21112.0,0.5,2.2455222076839873E-10,21112.0,0.5197505197505198,0.17645530145530147,0.64,0.04051172707889124,0.5009713453132588,0.35135135135135137,0.45539044498150966,0.2692307692307692,-0.4607572554295598,21112.0,1736.0
22620.0,0.53125,2.3858673456642365E-10,22620.0,0.5486208508648901,0.2187938288920056,0.61,0.09638554216867463,0.5324918186068256,0.4492753623188406,0.5243041203911968,0.3870967741935484,-0.5747590146376296,22620.0,1736.0
24128.0,0.5625,2.526212483644486E-10,24128.0,0.5002428363283147,0.16610004856726565,0.58,4.759638267491146E-4,0.4861111111111111,0.4084507042253521,0.46279762485732295,0.3103448275862069,-0.6963106796116506,24128.0,1736.0
25636.0,0.578125,2.5963850526346106E-10,25636.0,0.4638336347197107,0.09674502712477397,0.65,-0.07361963190184093,0.39186900056465274,0.26582278481012656,0.3348368742670032,0.14285714285714285,-0.41367575232393256,25636.0,1736.0
27144.0,0.59375,2.6665576216247353E-10,27144.0,0.56,0.22399999999999998,0.68,0.12328767123287683,0.4594298245614035,0.3333333333333333,0.5059644256269407,0.32,-0.2889271405253005,27144.0,1736.0
28652.0,0.609375,2.73673019061486E-10,28652.0,0.4166666666666667,0.05208333333333334,0.59,-0.17411225658648363,0.4022869022869023,0.3157894736842105,0.25,0.08333333333333333,-0.6550183150183151,28652.0,1736.0
30160.0,0.640625,2.8770753285951095E-10,30160.0,0.49375,0.13624999999999998,0.67,-0.012269938650307106,0.4755244755244755,0.25,0.3968626966596886,0.2,-0.3258025842546956,30160.0,1736.0
30162.0,0.640625,2.8770753285951095E-10,30162.0,0.48764315852923446,0.1289933694996986,0.66,-0.024713682941531343,0.4755244755244755,0.26582278481012656,0.38663631898533435,0.19047619047619047,-0.3658870538092701,30162.0,1736.0
