learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
1508.0,0.203125,2.7030990976426333E-10,1508.0,0.38133333333333336,6.541734322490084E-4,0.75,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.018229166666666456,1508.0,5144.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3016.0,0.265625,5.212496034801005E-10,3016.0,0.4181985294117647,0.03573922708385374,0.67,-0.019777503090234738,0.43361383824216926,0.47058823529411764,0.0,0.0,-0.27436619718309824,3016.0,15520.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
4524.0,0.3125,7.379761276145775E-10,4524.0,0.4111226611226611,0.00522870223005141,0.74,0.0,0.36716852841185044,0.35135135135135137,0.0,0.0,-0.03360281195079112,4524.0,17872.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
6032.0,0.34375,8.878931920561524E-10,6032.0,0.5405405405405406,0.008614041074140238,0.74,0.0,0.5498666666666666,0.35135135135135137,0.0,0.0,-0.040000000000000036,6032.0,18544.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
7540.0,0.390625,1.1807747392190826E-9,7540.0,0.49890350877192985,0.01305984514502527,0.76,0.0,0.4698544698544699,0.3157894736842105,0.0,0.0,0.02970509383378001,7540.0,24152.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
9048.0,0.453125,1.6755398569835556E-9,9048.0,0.391304347826087,0.007756129093656153,0.77,0.0,0.4358047016274864,0.2987012987012987,0.0,0.0,0.06090252707581231,9048.0,30600.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
10556.0,0.484375,1.9587524649169707E-9,10556.0,0.4708672086720867,0.04116620119842325,0.81,-0.0193133047210297,0.43859649122807015,0.21951219512195122,0.0,0.0,0.22711368015414277,10556.0,35032.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
12064.0,0.53125,2.4161676669286355E-9,12064.0,0.42424242424242425,0.006651601054276743,0.78,0.0,0.3617453069507864,0.28205128205128205,0.0,0.0,0.107572293207801,12064.0,37720.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
13572.0,0.5625,2.8476157846550143E-9,13572.0,0.5560515873015873,0.023669983614885926,0.72,0.0,0.35290796160361376,0.3888888888888889,0.0,0.0,-0.13845416417016193,13572.0,53368.0,17.0,9.0,9.0,6.0,0.0,0.0,1.0
15080.0,0.59375,3.3325502752429906E-9,15080.0,0.46153846153846156,0.038300346523258144,0.73,0.01603498542274038,0.5307735742518351,0.35135135135135137,0.19344776406574832,0.038461538461538464,-0.09246042393345853,15080.0,59984.0,19.0,10.0,10.0,6.0,0.0,0.0,1.0
