learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
16588.0,0.65625,4.360885618047581E-9,16588.0,0.49306811332127787,0.013726578646289081,0.79,0.0,0.43736263736263736,0.26582278481012656,0.0,0.0,0.14912554958475818,16588.0,63600.0,21.0,11.0,11.0,6.0,0.0,0.0,1.0
18096.0,0.6875,4.914181772619486E-9,18096.0,0.4638095238095238,0.0023645633534350313,0.7,0.0,0.5218295218295218,0.42857142857142855,0.0,0.0,-0.21803903971281144,18096.0,68440.0,21.0,11.0,11.0,6.0,0.0,0.0,1.0
19604.0,0.71875,5.478343357228571E-9,19604.0,0.3712121212121212,0.00874771736149177,0.78,0.0,0.3719107896323086,0.28205128205128205,0.0,0.0,0.1053972204936736,19604.0,69784.0,21.0,11.0,11.0,6.0,0.0,0.0,1.0
21112.0,0.75,6.052012193120188E-9,21112.0,0.46621621621621623,0.010312589103866718,0.74,0.0,0.483729966002914,0.35135135135135137,0.0,0.0,-0.054991351143571045,21112.0,70960.0,21.0,11.0,11.0,6.0,0.0,0.0,1.0
22620.0,0.765625,6.340883879197968E-9,22620.0,0.5381019167835437,0.010327031310178508,0.69,0.0,0.48807854137447404,0.4492753623188406,0.0,0.0,-0.25173152445555186,22620.0,71464.0,21.0,11.0,11.0,6.0,0.0,0.0,1.0
24128.0,0.8125,7.314989084584845E-9,24128.0,0.4492472073822244,0.032450282780064524,0.71,0.0,0.35987103174603174,0.4084507042253521,0.0,0.0,-0.1712621359223302,24128.0,80328.0,25.0,13.0,13.0,6.0,0.0,0.0,1.0
25636.0,0.84375,7.984765236162477E-9,25636.0,0.5346594333936107,0.017971189719254863,0.79,0.0,0.4494635798983625,0.26582278481012656,0.0,0.0,0.15179454860564057,25636.0,82848.0,25.0,13.0,13.0,6.0,0.0,0.0,1.0
27144.0,0.890625,9.059472682161463E-9,27144.0,0.4912,0.01939663332146002,0.75,0.0,0.4205043859649123,0.3333333333333333,0.0,0.0,-0.006974328535391153,27144.0,88624.0,27.0,14.0,14.0,7.0,0.0,0.0,1.0
28652.0,0.921875,9.870046697970893E-9,28652.0,0.32209429824561403,0.008844688183609548,0.76,0.0,0.40540540540540543,0.3157894736842105,0.0,0.0,0.031208791208791307,28652.0,100264.0,33.0,17.0,17.0,7.0,0.0,0.0,1.0
30160.0,0.953125,1.071050064638257E-8,30160.0,0.443125,0.007232863472057358,0.8,0.0,0.3811188811188811,0.25,0.0,0.0,0.19648328226988154,30160.0,103960.0,33.0,17.0,17.0,7.0,0.0,0.0,1.0
30162.0,0.953125,1.071050064638257E-8,30162.0,0.4388185654008439,0.007264108219782517,0.79,0.0,0.3811188811188811,0.26582278481012656,0.0,0.0,0.1563638785295685,30162.0,103960.0,33.0,17.0,17.0,7.0,0.0,0.0,1.0
